NPC Name:|HallowQuests||||
wik25|Если ничего не переменится, Инквизиция рано или поздно отыщет меня здесь. Меня, разумеется, будут пытать. И я, разумеется, выдам им всё. Хватило бы мне духу — покончил бы с собой прямо сейчас, но я трус.||||
wik26|Кхм. Было что-то еще?||||
p51|Прощай. ||||
duke1|<<Из-под шлема доносятся стоны боли. Мужчина корчится в явной агонии. Тебя он, похоже, не замечает.>>||||
duke2|<<Завидев тебя, мужчина испускает жуткий вой, и тот эхом катится по стенам замка.>> ##Это ты... обрёк моего сына... на эту участь?||||
duke3|Я бы... убил тебя... если бы мог.||||
p52|Э-э... Привет?||||
duke4|<<Мужчина резко втягивает воздух, голова его медленно поворачивается к тебе.>> ##Я... герцог Хэллоушира. Назови... зачем пришёл.||||
p53|Что с тобой не так?||||
duke5|<<Мгновение герцог лишь стонет от боли.>>##Я... приношу в жертву свою... ((боль...)) чтобы моё герцогство и... мой сын... могли жить.||||
p54|Э-э, могу я помочь?||||
duke6|Теперь... мне поможет лишь... этот проклятый Виккан.||||
p55|У меня есть яд Виккана. Я мог бы положить конец твоим страданиям.||||
duke7|<<На миг воцаряется тишина, нарушаемая лишь хриплым дыханием герцога.>>||||
duke8|Так долго... я жаждал смерти. Пусть это обречёт моё герцогство... я слишком слаб... чтобы отказаться. ##Прошу... убей меня.||||
p56|<<Отравь герцога.>>||||
duke9|<<Ты просовываешь флакон под шлем герцога и даёшь жидкости стечь ему на губы. Спустя миг его бьёт крупная дрожь, доспехи лязгают.>>##<<А затем он затихает. >>||||
p57|На самом деле, я передумал.||||
duke10|Будь... ты... проклят...||||
p58|Ты... явно занят. Прощай.||||
dson1|Приветствую. Гости сюда нечасто заглядывают.||||
dson2|Я Томас Харвик, сын герцога Хэллоушира. Рад познакомиться. ||||
p59|Здесь что-то очень не так.||||
dson3|Воистину. Мы скованы заклятием — контрактом с богом Пигутом, что заключил Виккан в этом замке. Покуда мой отец несёт бремя жертвенной боли, замок и окрестная деревня свободны от чумы.||||
dson4|Вот только... со временем заклятие переменилось. Чем слабее становится отец, тем более странные повадки и уродства проступают у его подданных. Не такие уж непохожие... на тех чудовищ, что бродят в руинах к западу.||||
dson5|Я страшусь будущего. Если бы я мог хоть чем-то помочь, я сделал бы это с радостью. Даже если бы пришлось принять ту боль, что терпит мой отец.||||
p60|У меня есть флакон яда от Виккана.||||
dson6|О боги... это... жертвенный яд? ##<<Он с любопытством разглядывает флакон.>>||||
dson7|Каждый день я смотрю, как страдает отец. Чувствую себя рядом с ним никчёмным, неспособным помочь. Но с этим... быть может, наши общие жертвы восстановят заклятие. Быть может, земля очистится и от чумы, ((и)) от скверны.||||
dson8|Молю тебя — дай мне принять этот яд. Я исполню свой долг — перед отцом и его подданными.||||
p61|<<Дай ему яд.>>||||
dson9|<<С флаконом в руке он на миг медлит. Затем выпивает его одним глотком.>>||||
dson10|<<Какое-то мгновение ничего не происходит. Затем он испускает пронзительный крик.>>||||
dson11|О, Пигут! Что это за боль? Агония! ...аааргх! ##И это... это терпел мой отец? Это... невыносимо. Невыносимо!||||
p62|Нет, бремя будет слишком велико. ||||
p63|Спасибо. Прощай.||||
dson12|<<Мужчина смертельно бледен, кожа покрыта волдырями. При твоём приближении его сотрясает приступ кашля.>> ##Прошу... держись подальше. Я нездоров.||||
dson13|Со смертью отца проклятие спало. Но чума... что дремала в моей крови... вернулась.||||
dson14|И всё же... быть может, так и к лучшему. Лучше умереть свободным... чем жить проклятым.||||
p64|На самом деле, я хотел спросить кое-что еще. ||||
dson15|Было что-то еще?||||
dson16|Понятно...||||
servant1|Приветствую, странник. На твоём месте я бы убрался из этого проклятого места. Ушёл и не оглядывался.||||
p65|Что не так с этим замком?||||
servant2|Неужели не чувствуешь? На Замок Хэллоу пало страшное проклятие. Мерзкие твари рыщут по земле, покуда наш герцог корчится в агонии.||||
servant3|Всё началось, когда нам на помощь явился этот [[проклятый Виккан]]. Уж поверь, ((чума)) и то была лучше...||||
servant4|Раз уж ты решил остаться, вот тебе совет: здесь не всё то, чем кажется. [[Эти большие картины]] — лишь иллюзия; сквозь них можно пройти насквозь.||||
servant5|Если есть [[Джиттерсид]] и [[Парадоксиус]], свари зелье — и будешь видеть сквозь иллюзию.||||
p66|Кто ты?||||
servant6|Простой слуга. Последний на службе у герцога, как видно. Все, у кого есть хоть капля ума, давно сбежали.||||
p67|Я пойду.||||
servant7|Помни, странник: [[Картины]] — не то, чем кажутся.||||
servant8|Так, значит, герцог мёртв? ##Что ж, хотя бы его стоны боли больше не будут терзать эти залы.||||
servant9|Ужасы в последнее время поутихли. Не твоих ли это рук дело, странник? ##Хотя... эти залы всё ещё полнятся эхом криков агонии. Боюсь, по-настоящему свободными нам не быть.||||
dstarDrunk1|<<Наёмница Тёмной Звезды развалилась с кружкой эля в руке. Тебя она почти не замечает.>>||||
dstarDrunk2|Хм. Ты, что ли, из Инквизиции? Или мелкий воришка, что явился обобрать наши трупы?||||
dstarDrunk3|Хм, снова ты?||||
p70|Я охочусь на твоего лидера - Велу Каллос.||||
dstarDrunk4|Делай что хочешь, мешать не стану. Эта девка втравила нас в передряги по самое не балуй. ##<<Она прикладывается к элю — большая часть течёт по лицу.>>||||
p71|Я просто прохожу мимо; у меня нет к тебе претензий.||||
dstarDrunk5|Вот именно, чёрт возьми. Любая выходка — и я снесу тебе башку. ##<<Она неопределённо взмахивает рукой, расплёскивая эль.>>||||
p72|Что ты можешь рассказать о Веле Каллос?||||
dstarDrunk6|<<Она щурится на тебя, голова покачивается от выпитого.>> ## ...секреты хранить умеешь, а?||||
dstarDrunk7|Она возглавляет наёмников Тёмной Звезды, и мне положено ломать перед ней шапку и звать её "босс". Но между нами — она всех нас погубит. А может, уже погубила.||||
dstarDrunk8|Она твердит о безумных пророчествах. О том, чтобы разрушить саму реальность и устроить какой-то рай без смерти. Чушь и враньё, всё это.||||
p73|@@Если тебе наплевать на Велу, пусти меня в хранилище внизу. ||||
dstarDrunk9|%%Знаешь что — почему мне вечно достаётся вся дерьмовая работа? Да обчищай тут всё, мне плевать. Будет Веле наука. ((Ик.))||||
dstarDrunk10|&&Велу я и впрямь не жалую; но предать отряд Тёмной Звезды — дело другое. Они всё-таки мои... ((ик)) ...братья.||||
p74|Оставлю тебя с твоим элем.||||
shroomMan1|Дыши глубже, странник. Пусть этот земляной дух наполнит твои лёгкие...||||
p80|Пахнет ужасно.||||
p81|Э-э... что именно я нюхаю?||||
shroomMan2|Да как ты смеешь! Это изысканнейший аромат во всех Небесных Землях.||||
shroomMan3|Споры наполняют здесь самый воздух. Я выращиваю грибы — древнейшее и прекраснейшее, что родит эта земля.||||
shroomMan4|Одной шляпкой я подарю тебе дивные видения. Другой — мучительную смерть. Неудивительно, что Викканы так их чтут.||||
shroomMan5|Ах, грибы предрекли твоё возвращение. ##Правда, они же предрекли, что я рожу собственного отца.||||
p82|У тебя есть грибы на продажу?||||
p83|@@Могу я посмотреть твои грибы?||||
shroomMan6|%%А, я вижу, ты тоже ценитель? Отопру тебе дверь. Только не трогай мелкие оранжевые, если не хочешь остаться без пальцев.||||
shroomMan7|&&Извини, странник. Не могу я пускать кого попало рыться на моей грибной ферме.||||
p84|Что ты можешь рассказать о грибах?||||
shroomMan8|До Мирового Разлома грибные леса укрывали всю планету, разрастаясь в сырой тени летучих островов.||||
shroomMan9|Под землёй они сплетаются в огромные колонии. Глядя на бескрайний грибной лес, ты, быть может, глядишь на один-единственный исполинский гриб.||||
shroomMan10|Оттого Викканы и говорили через них с богами. В старину самые большие выдалбливали изнутри и обращали в храмы... места истин и ужасов.||||
p85|Оставлю тебя с твоими грибами. ||||
troll1|<<Существо глядит на тебя ввалившимися глазами. Оно ворочается за своей громадной челюстью; похоже, поднять голову ему попросту не по силам.>>||||
troll2|Будь покоен, человек. Лишь тот, кто принял своё ничтожество, обретёт второе "я".||||
p90|Подожди, что такое второе "я"?||||
troll3|Давным-давно гоблины этого леса сотворили страшное зло. И поныне их род несёт бремя той вины.||||
troll4|Потому они и вырезают себе новое "я" — в облике маски. Надевая их, гоблины словно бы... преображаются. Магия ли то или просто притворство — мне не ведомо.||||
troll5|Все мы несём какую-то вину, человек. Если желаешь признать свои прегрешения, ты можешь обрести маску и для себя.||||
p91|@@Я принял свою ничтожность. Могу я пройти? ||||
troll6|%%В твоём раскаянии есть искренность. Что ж, обрети своё второе "я". Дверь открыта.||||
troll7|&&Одно дело — произнести слова, другое — постичь их истинный смысл. Не верю я, что ты готов, человек.||||
p92|Кто ты?||||
troll8|Я... один из последних в своём роду. Большинство из нас давно перебиты, а уцелевшие — прокляты навеки.||||
troll9|Как видишь, изящества во мне нет. Выпрямись я — и шея переломится. Даже малое движение даётся... с трудом.||||
troll10|Но всё же — я дышу, и этого довольно. Я обрёл покой в этом лесу, и гоблины меня оберегают.||||
orderMan1|<<Старик кашляет так надрывно, что всё тело содрогается при каждом выдохе. Он сплёвывает на пол кровь и мокроту.>>||||
orderMan2|Жизнь моя теплится едва-едва, глаза не видят... кто здесь? ##Ты Третий, явился сменить меня?||||
p100|Кто ты?||||
orderMan3|О, нет, нет... мы не можем сказать... не можем выдать. Это предаст кодекс. Предаст орден.||||
orderMan4|Нас всегда трое, понимаешь — трое и один. Один — чтобы вести, прочие — чтобы следовать. Но истинных имён нам открывать нельзя. Нет, мы действуем втайне.||||
orderMan5|Я странствовал по Небесным Землям ради Ордена, понимаешь. Заводил связи, искал покупателей, заключал сделки...||||
orderMan6|Я бывал в землях, опалённых ярчайшими нейронными звёздами, и на пустынных островах из чистейшего, прекрасного льда. Всё ради наживы. Ради Ордена Трёх и Одного.||||
orderMan7|<<Старик ненадолго замирает — тишина, нарушаемая лишь его натужным, хриплым дыханием.>> ## ...Прости, я, верно, задремал. О чём ты спрашивал?||||
p101|@@Да, я Третий.||||
orderMan8|%%Значит, время пришло. Один наконец прислал мне смену. Я отопру дверь, и ты обретёшь свой новый облик.||||
orderMan9|&&Ах, но как же мне увериться? Был ведь пароль или что-то в этом духе? Ох, проклятье, память моя...||||
p102|Отдыхай спокойно, старик.||||
chainedGod1|Добро пожаловать в мою темницу, человек. ## <<Слова обрушиваются на твой череп с жутким, вещим гулом. Сомнений нет: ты говоришь с богом.>>||||
chainedGod2|Ах, я чую это в тебе. Этот беспросветный ужас, эту жгучую оторопь. Сердце твоё колотится так, что вот-вот разорвётся, человек...||||
p110|Подожди, я... я мертв?||||
chainedGod3|<<Сущность смеётся; могучие волны древней силы отдаются в твоих костях.>> ##Нет, человек, — ты не мёртв. Пока нет.||||
p111|Как я сюда попал?||||
chainedGod4|Ты был на волосок от смерти. Я выхватил тебя из верной гибели — так же легко, как твой род выдёргивает сорняк.||||
chainedGod5|Но то была не доброта. Мне нужно кое-что взамен.||||
p112|Я не просил, чтобы меня спасали. ||||
chainedGod6|А я и не спрашивал твоего согласия. Не обольщайся, человек, — жизнь твоя стоит немного. Без меня ты был бы лишь грудой костей, оседающей в грязь.||||
chainedGod7|Ты поможешь мне — или сгинешь.||||
p113|Так что ты хочешь?||||
chainedGod8|Вела Каллос в своей ((надменности)) заковала меня здесь в кандалы из стали Пустоты. Я желаю свободы — а потому она должна умереть.||||
chainedGod9|Ты охотишься на Велу, верно? Без моей помощи твой поход обречён; тебя ждёт неминуемая и страшная гибель.||||
chainedGod10|А потому я буду спасать тебя. Снова и снова буду вырывать тебя с края бездны, покуда дело не свершится.||||
chainedGod11|С возвращением, человек.||||
p114|Кто ты?||||
chainedGod12|Как же переменились времена, раз человек задаёт подобный вопрос.||||
chainedGod13|Были времена, в минувшие эпохи, когда мои святилища стояли в тысячах селений. Когда имя моё знал каждый Виккан. Когда разум мой звенел от молитв твоего рода.||||
chainedGod14|Я не унижусь до того, чтобы представляться. Но знай: есть ещё верные мне, что хранят мои тайные святилища. Именно туда я призову тебя, когда смерть твоя будет близка.||||
p115|Почему Вела захватила тебя?||||
chainedGod15|А почему ещё? Она жаждала моей силы. Средь пантеона великих богов я единственен: я чую миг чьей-либо гибели... и могу выкрасть его у судьбы.||||
chainedGod16|Но в надменности своей ей было мало и этого; ведь воскресить того, кто давно мёртв, мне не под силу. Нет таких богов — разве что, быть может, сами сновидцы.||||
chainedGod17|И вот она держит меня здесь в цепях. Таково плачевное состояние мира, что ни один последователь не пришёл меня вызволить. Даже Викканы не явились на помощь. ((Будь проклята)) эта окаянная Война Богов.||||
p116|Прощай.||||
chainedGod18|Помни о нашем уговоре, человек.||||
paganScribe1|Ты видел огромную статую снаружи?||||
paganScribe2|Это древний артефакт Викканов. Возведён давным-давно, ещё до Мирового Разлома. Тогда лишь безумные оккультисты дерзали ступать на Небесные Земли.||||
paganScribe3|Быть может, их воздвигали, чтобы отмечать важные места викканских ритуалов, но... это лишь догадка.||||
