NPC Name:|Endless||||
play1|Хм, что это? Дышащий? О, великолепно! Пожалуйста, останься на секунду. Позволь мне сделать несколько заметок. Твоя кожа всегда такая влажная? Ты когда-нибудь забываешь дышать? Каково это, когда у тебя растут волосы?||||
play2|Ах, извини, это должно быть довольно ошеломляюще. Я драматург в мавзолее, понимаешь — но сцена стала такой... застойной!||||
play3|Последние сто лет или около того в моде были исторические драмы о временах до Вечных. За исключением того, что мы, писатели, никогда не покидаем свои гробницы, и я ((уверен)), что наша работа полна неточностей. ##Забавно, какие вещи ты забываешь. Исторические книги никогда не упоминают мелочи... ||||
shop1|Ах, дышащий! Добро пожаловать в [[Плесневелый Котел]]. ##Ты мой первый живой клиент за несколько месяцев. Или лет? Время летит, когда тебе столько лет, сколько мне...||||
shop2|Ах, мой любимый клиент! ##Ну, ты также мой ((единственный)) клиент, но мёртвые не могут быть разборчивы, верно? ##Добро пожаловать обратно в [[Плесневелый Котел]].||||
p37|Покажи, что у тебя есть на продажу.||||
p38|Как дела?||||
shop3|Ха! Дела? Я в основном просто сижу здесь и смотрю, как грызуны жуют мои ноги.||||
shop4|Раньше всё было немного интереснее. Время от времени сюда приходили люди из Хэллоушира, чтобы торговать. Они всегда выглядели испуганными и никогда не задерживались надолго, но товары дышащих хорошо продаются в мавзолеях.||||
shop5|Но в последнее время торговля с дышащими прекратилась. Мне сказали, что это из-за чего-то под названием Апоштатти Юнун, но я понятия не имею, что это такое.||||
shop6|Ты имеешь в виду с тех пор, как замок взорвался, и остров начал разваливаться?||||
shop7|...всё примерно так же. Я в основном просто сижу здесь и смотрю, как грызуны жуют мои ноги.||||
pHouse1|Есть ли дом на продажу в Сепулькре?||||
shop8|Хочешь инвестировать в рынок недвижимости, полный бессмертных стариков, да, дышащий? <<Продавец смеётся про себя.>> ##...Ой, подожди, ты ((серьёзно?))||||
shop9|Ах, ну, думаю, у меня где-то валялся старый [[Документ на Дом в Сепулькре]]. Это для той старой лачуги у [[западного входного моста]].||||
shop10|Рядом со мной находится единственная [[Станция Недвижимости]] в Сепулькре; тебе нужно будет использовать её, если ты захочешь [[улучшить]], [[обставить]] или [[украсить]] дом.||||
pHouse2|Как мне поддерживать дом?||||
shop11|Рядом со мной находится единственная [[Станция Недвижимости]] в Сепулькре; тебе нужно будет использовать её, если ты захочешь [[улучшить]], [[обставить]] или [[украсить]] дом.||||
shop12|...и судя по состоянию той старой лачуги, я уверен, что ты захочешь это сделать.||||
pHouse3|Как мне улучшить недвижимость?||||
shop13|Используй эту [[Станцию Недвижимости]] прямо рядом со мной. Улучшения стоят и [[монеты]], и [[ресурсы]], но это того стоит, если ты не хочешь жить в плесневелом старом развалине.||||
shop14|Сначала ты захочешь [[построить]] улучшение, например, сад или пристройку. Это может занять некоторое время, так что ты можешь вздремнуть, пока ждёшь. ||||
shop15|Но новое улучшение не будет иметь мебели. Так что следующий шаг — [[обставить]] его за дополнительную плату. Тогда у тебя будет что показать друзьям. Если ((твои)) ещё живы, конечно. ||||
pHouse4|Как мне украсить недвижимость?||||
shop16|Ты можешь [[украсить]] дом в любом [[стиле]], который ты разблокировал. ##Но сначала тебе нужно купить стиль. Прямо здесь у нас есть [[Мебель Вечных]] на продажу, например. ||||
shop17|Только один [[декоративный стиль]] может быть применён к твоему дому, и он будет действовать только на те части, которые были [[обставлены]].||||
pHouse5|Как мне отображать трофеи и произведения искусства?||||
shop18|Как только ты [[обставишь]] часть своего дома, появятся несколько [[подставок для трофеев]]. Используй их, чтобы выбрать трофеи, которые ты хочешь показать.||||
shop19|Трофеи должны быть [[разблокированы]], прежде чем ты сможешь их показать. Но я не знаю, как это сделать, дышащий; ты сам по себе.||||
pHouse6|Спасибо за помощь. ||||
shop20|Конечно, дышащий. Ещё что-нибудь?||||
sen1a|Приветствую и добро пожаловать, мой смертный друг! Чем могу быть полезен сегодня?||||
sen1b|Снова приветствую, смертный. Чем могу помочь?||||
sen1|Аха, путешественник-смертный! Необычно видеть кого-то из твоего рода в королевстве Вечных! Для меня честь приветствовать тебя в Замке Ребер. Скажи, друг мой, что привело тебя в наше королевство?||||
p50|Я охочусь на бывшего члена компании Темных Звёзд.||||
senDS1|Как интересно, аха! [Я МОГУ ЗНАТЬ ЧТО-ТО]||||
senDS2|Нет, но [Я МОГУ ЗНАТЬ ЧТО-ТО]||||
senDS3|[ДИАЛОГ ТЕМНЫХ ЗВЁЗД 1]||||
senDS4|[ДИАЛОГ ТЕМНЫХ ЗВЁЗД 2]||||
sen2|Как интересно, аха! Я могу оказать некоторую помощь, если хочешь? Я отправлю слово своей свите, и они обыщут землю в поисках твоей добычи.||||
p51|Просто осматриваю достопримечательности.||||
sen3|Аха! Я знаком с этим стремлением открывать, этой сырой, необузданной ((потребностью)) знать, что лежит за горизонтом! Я немного путешествовал в своей молодости, знаешь ли. Много сотен лет назад, когда у меня ещё билось сердце. Небесные земли были совсем другими, поверь мне!||||
p52|Ненасытное любопытство.||||
p53|Я хочу узнать, как обмануть смерть.||||
sen4|О, боже. Неужели ещё один? Сколько смертных мы должны отвергнуть, прежде чем вы усвоите урок? Вечные не набирают новых. И, пожалуйста, не обременяй меня очередной жалобной историей.||||
p54|Я здесь, чтобы посетить Королеву Серебра.||||
sen5|Увы, Королева не принимает посетителей в настоящее время. Или вообще никогда. Она... Замкнута. Большинство дней она говорит только со мной, и только со мной.||||
sen6|Я отвечу на твои вопросы в меру своих возможностей.||||
sen7|Снова приветствую, смертный. Чем могу помочь?||||
p55|Возможно, я смогу поднять ей настроение.||||
sen8|Сомневаюсь. Но, думаю, мне нечего терять, позволив тебе попробовать. Давай. Если ты сможешь вывести её из депрессии, я буду — без преувеличения — вечно благодарен.||||
p56|Разве у неё нет обязанностей как у монарха?||||
sen9|Теоретически, да. Но если монарх пренебрегает своими обязанностями на протяжении многих сотен лет, государство, как правило, адаптируется.||||
p57|Я не вижу никакой охраны. Как ты собираешься меня остановить?||||
sen10|...Полагаю, это правда. Но не жди тёплого приёма от Королевы.||||
p58|Жаль. Я проделал долгий путь, чтобы увидеть её.||||
sen11|...Ладно, давай. Я сделаю вид, что не видел тебя.||||
sen12|<<Сенешаль отходит в сторону, позволяя тебе пройти глубже в Замок Ребер.>>||||
sen12a|Я уже предоставил тебе доступ к Королеве.||||
p61|У меня есть другие вопросы к тебе.||||
sen15|Я отвечу в меру своих возможностей.||||
p62|Ты когда-нибудь бывал за пределами королевства Вечных?||||
sen16|Я немного путешествовал в молодости. Много сотен лет назад. Небесные земли были совсем другими, поверь мне!||||
p63|Чем они отличались?||||
sen17|Ну, это было всего через столетие после Мирового Разлома. Всё было в состоянии хаоса — каждый день новые королевства расцветали и умирали, как зимние розы.||||
sen18|Союза, конечно, не было, и тебе нужно было иметь защиту бога или, по крайней мере, могущественного Виккана, чтобы выжить в путешествии по небесам. Я видел чудесные вещи. И ужасы тоже.||||
p64|Расскажи о чудесах.||||
sen19|Ну, конечно! Ты когда-нибудь видел бога? Я видел одного, плывущего сквозь туман. Огромного, как гора. Десятки глаз, каждый яркий и круглый, как луна.||||
sen20|Когда я увидел его, я открыл рот, и из меня полился самый прекрасный гимн. Я обычно не умею петь, но в тот день мой голос был как мёд и гром...||||
p65|Расскажи об ужасах.||||
sen21|Я бы предпочёл не вспоминать такие вещи, но... Я видел, как целый город поглотили серебряные пламена, а смеющиеся жрецы кружили над ним, как стервятники. ##Я видел, как конскриптор-жнец затягивал кричащих людей в свою пасть и превращал их в безмозглые машины войны.||||
sen22|Я видел, как библиотечного кита медленно разрывали железными крюками, а мясники-архивариусы копошились в его внутренностях в поисках забытых томов...||||
p66|Увлекательно, но я хотел спросить о чём-то другом...||||
sen23|Конечно.||||
p67|Ты помнишь, что вызвало Мировой Разлом?||||
sen24|Я никогда не знал, что его вызвало. Но я помню ослепительную вспышку, которая окрасила небо. Я помню удар, который потряс наши гробницы и разбросал острова.||||
sen25|В те времена Вечные были одним из немногих народов в небесных землях. После этого стало намного теснее, со всеми беженцами.||||
p68|Твоя молодость? Это было до того, как ты стал Вечным?||||
sen26|Да, именно так. Я не мог бы путешествовать после. У смертных были веские причины бояться Вечных в те дни... Меня бы убили на месте, и я бы заслужил это.||||
sen27|Относительный термин; ведь гниль ещё не полностью захватила меня. ##Тем не менее, временами это было трудно. У смертных были веские причины бояться Вечных в те дни... Меня бы убили на месте, и я бы заслужил это.||||
p69|У меня есть другие вопросы к тебе.||||
p70|У меня есть несколько вопросов.||||
sen28|Хорошо.||||
p71|Могу я спросить о тебе?||||
sen29|Конечно, спрашивай.||||
p72|Кто ты такой, вообще?||||
sen30|Я Сенешаль. Я управляю делами Королевы Серебра, забочусь о её нуждах и руковожу повседневными делами королевства. Хотя королевство, как правило, управляет само собой в наши дни, более или менее.||||
p73|Ты последователь Перевозчика?||||
sen31|Я бы сказал, что я агностик. Я читал литературу, и иногда я запираю свой кабинет и лежу в темноте с монетами на глазах, просто чтобы увидеть, будет ли у меня какое-то великое откровение. Пока ничего.||||
p74|Лорд Риддер утверждает, что ты был причиной, по которой ритуал Короля в Капюшоне пошёл не так.||||
sen32|Почему Лорд Риддер вообще говорит с тобой? Я думал, он ненавидит твой род.||||
p75|Не уходи от темы.||||
p76|Он ненавидит. Но, кажется, он ненавидит тебя больше.||||
p77|Ты был тем, кто обрёк это королевство, Сенешаль.||||
sen33|Что я должен был делать? Принцесса была так молода, едва женщина, и они её топили. Или, скорее... Она сама топила себя.||||
sen34|Она вошла в ртуть добровольно, казалось, и опустила голову под её серебряную поверхность. Она даже не сопротивлялась. Ртуть поглотила её, и тогда она стала такой спокойной... Как зеркало...||||
p78|Это выглядело так, будто она пожертвовала собой добровольно?||||
sen35|Да. Должно быть, это была какая-то тёмная магия, искажающая её разум, двигающая её мускулами против её воли. Верно?||||
p79|Так ты спас её? ||||
sen36|Да. Я вбежал и вытащил её к безопасности, и получил меч в грудь за свои усилия. Но я сделал хорошее дело, не так ли? Если бы не я, Королева была бы мертва!||||
p80|Как ты выжил после удара мечом?||||
sen37|Я долго лежал умирающим на мраморном полу тронного зала. Пока не понял, что я больше не умираю. Я стал Вечным... И простая рана от меча не могла убить меня. Больше нет.||||
p81|Ты можешь вспомнить что-то ещё о ритуале? ||||
sen38|Нет. Только боль и тьма.||||
sen39|<<Он глубоко вздыхает, потирая виски.>>##Пожалуйста, можешь оставить меня в покое на мгновение?||||
p82a|Могу я спросить о Вечных?||||
sen40a|Наш род, должно быть, кажется тебе странным; я с радостью удовлетворю твоё любопытство.||||
p82|Как были созданы Вечные?||||
sen40|...Это было дело рук Короля в Капюшоне. Моего бывшего повелителя.||||
p83|Почему ты не отговорил его?||||
sen41|Что я должен был делать? Он был моим Королём, и у него была поддержка всех Великих Лордов. Я был всего лишь Сенешалем, и он смеялся над моими предупреждениями!||||
p84|Что случилось?||||
sen42|Король в Капюшоне собрал Викканов и теургов со всех небесных земель. Они пробовали сотни разных зелий, церемоний и заклинаний, чтобы сделать его бессмертным, но ничего не работало...||||
sen43|Пока в конце концов они не наткнулись на какой-то ритуал. Тёмная, странная магия, подобной которой я никогда не видел. Это включало заключение сделки... И жертву.||||
p85|Сделка?||||
sen44|Они заключили договор с богом из какого-то забытого уголка мира. Я видел его лишь раз, когда прильнул глазом к замочной скважине тронного зала... Это было извращённое существо голода и тьмы, сгорбившееся на мраморном полу, как создание из кошмаров.||||
p86|Жертва?||||
sen45|Его единственная дочь. Принцесса. Когда ритуал достиг своего апогея, её должны были утопить в бассейне с ртутью.||||
p87|Но если ритуал сработал, где же Король в Капюшоне?||||
sen46|Хватит этой болтовни. Я очень занятой человек, знаешь ли! Я не могу просто стоять и разговаривать весь день!||||
p88|Прощай, Сенешаль.||||
sen47|Иди с миром, смертный.||||
p89|Ты когда-нибудь питался живым человеком?||||
sen48|Мне стыдно признать, что да, я делал это. Но не бойся — последний смертный, которого я съел, был более двух веков назад. Теперь у нас есть фермы плоти, которые поддерживают нас без необходимости проливать кровь.||||
p90|Почему в королевстве Вечных так много призраков?||||
sen49|Призраки — это проявления травмы. Давным-давно, когда Вечные только были созданы, в королевстве всё ещё было много живых душ. Вечные, охваченные голодом, охотились на них в безумной ярости...||||
sen50|В последующие годы Великое Пожирание, наше королевство пожирало само себя. Многие призраки родились от этой резни, как от жертв, так и от тех насытившихся Вечных, которые поняли, что они сделали.||||
sen51|Мне стыдно признать, что некоторые также были... созданы намеренно. Отвратительные доспехи, которые бродят по этим землям, когда-то были пехотинцами — остатками Крестовых походов Кадавров.||||
p91|Ты участвовал в Великом Пожирании?||||
sen52|...Да. Никто из моей семьи не пережил моего голода.||||
p92|Так призраки остались и от пожирателей, и от пожираемых?||||
sen53|Да. Я никогда не встречал своего собственного призрака, но я уверен, что он где-то там, всё ещё мучаемый голодом и виной.||||
p93|Мне так жаль, что это случилось с тобой.||||
sen54|Это не то время в моей жизни, о котором мне нравится вспоминать. Извини... Пожалуйста, оставь меня в покое на мгновение.||||
p94|Ты не более чем мерзкий убийца.||||
sen55|Я... Я знаю. ##<<Сенешаль кажется потерянным в страданиях и больше не отвечает на твои вопросы.>>||||
sen56|Я... знаю.||||
p95|Как ты можешь говорить об этом так спокойно?||||
sen57|Это... Это было давно.||||
p96|Ты технически жив? Или мёртв?||||
sen58|О, учёные Вечных спорят об этом уже столетия. Мы не дышим, наши сердца не бьются, и мы гнием вместо того, чтобы стареть. Но мы никогда не ((умирали)). И мы всё ещё испытываем голод, хотя не за едой.||||
p97|Я ищу аудиенции у Королевы Серебра.||||
sen59|Увы, Королева не принимает посетителей в настоящее время. Или вообще никогда. Она... Замкнута. Большинство дней она говорит только со мной, и только со мной.||||
p98|Ты можешь научить меня, как обмануть смерть?||||
sen60|О, боже. Неужели ещё один? Сколько смертных мы должны отвергнуть, прежде чем вы усвоите урок? Вечные не набирают новых. И, пожалуйста, не обременяй меня очередной жалобной историей.||||
p59|Почему ты не можешь сделать исключение для меня?||||
sen13|Ты не хочешь быть таким, как мы, смертный. Со временем твоя плоть сгниёт. Твои глаза будут вытекать из глазниц, как молоко прошлой недели. Ты почувствуешь голод, ((настоящий)) голод, впервые в своём существовании, и он никогда. Не. Уйдёт.||||
p60|Разве ты не сделал Кающегося Тхава Вечным?||||
sen14|Хм. Это было не моё решение. И когда мы сделали это, мы все поклялись никогда больше не создавать Вечных.||||
p99|Кто-нибудь из компании Темных Звёзд недавно посещал Замок Ребер?||||
