NPC Name:|Endless||||
Drinker5|Никогда не видел столько парт в одном месте. Даже дали нам месяц отпуска, чтобы учиться. ||||
Drinker6|Великое было дело. Мои старики грамоты не знали, и ихние старики тоже. Спроси ты моего батю, что такое запятая, — он бы спросил, можно ли её съесть.||||
DrinkerP3|На самом деле, я недавно был в Хэллоушире.||||
Drinker7|Ты выглядишь как путешественник. Может, ты подтвердишь новости?||||
DrinkerP4|Это правда. Инквизиция уничтожает всё.||||
Drinker8|<<Они мудро кивают.>>##Вот видишь. Кровожадные ублюдки, вот кто они.||||
Drinker9|Мы едва переместили наше королевство рядом с Хэллоуширом, как они последовали за нами.||||
Drinker10|Нельзя же позволить кому-то показать местным, как выглядит ((настоящая)) магия, верно?||||
DrinkerP5|Я ничего не слышал о запасах.||||
Drinker11|<<Они мудро кивают.>>##Держу пари. Не стоит ради этого шеей рисковать, верно? В том и беда с виселицей: рано или поздно уже не понять, что человек на самом деле думает.||||
DrinkerP6|Это неправда. Инквизиция делает всё возможное там.||||
Drinker12|<<Их явно встревожила ваша позиция, и скрывают они это плохо.>>##Вот как? Любопытно, любопытно...||||
Drinker13|Батюшки, ты глянь, который час. Извини, приятель, мне тут с одним человеком надо повидаться.||||
DrinkerRepA|Инквизиция сидит на огромных запасах еды, но вешает всех в [[Хэллоушире]], кто об этом говорит.##Кровожадные ублюдки, вот кто они!||||
DrinkerRepB|...Извини, приятель, я должен встретиться с кем-то здесь.||||
ChessA1|<<Этот Машинист откинулся на спинку стула, барабаня пальцами по чашке с чаем с насмешливым выражением.>>||||
ChessA2|Познания моего оппонента в этой игре, несомненно, превосходят мои. Какой ход я бы ни сделал — он предвидит его заранее.||||
ChessA3|Однако я знаю то, чего не знает мой оппонент:##Я жульничаю.||||
ChessB1|<<Лицо этого Машиниста не выражает эмоций, пока он интенсивно изучает доску.>>||||
ChessB2|Мой оппонент знает, что я обдумал каждую стратегию, когда-либо сыгранную человеком или богом.||||
ChessB3|Чего они не знают — так это что в мой чай подмешано зелье амнезии моего собственного изготовления.||||
ChessB4|Они совершенно не готовы столкнуться с сумасшедшим!||||
Dmitri1|Так вот, я слышал эту историю, понимаешь? Мужчина и женщина, любовники, как две горошины в стручке.##Их нельзя было разлучить ломом. Жили в Феррополисе, хотя не могу сказать, где они сейчас.||||
Dmitri2|Ну, однажды ночью эти двое сильно поссорились и вернулись к своим семьям на время.##Оба молились Королю, чтобы он заставил их забыть друг друга.||||
Dmitri3|И знаешь что? Король ответил.||||
Dmitri4|Исполнил их молитвы, не так ли? На следующее утро они оба проснулись, не помня, что когда-либо встречались. И так продолжалось годами, они искали кого-то нового, но так и не находили подходящего.||||
Dmitri5|Потом однажды они снова встретились – в этой самой чайной. И хотя они не узнали друг друга, их неудержимо потянуло друг к другу.||||
Dmitri6|Они поженились и родили восемнадцать детей, или так я слышал. Их любовь была настолько сильной, что даже Король не смог их разлучить.##В конце концов они оба вернули свои воспоминания и поклялись никогда больше не совершать ту же ошибку.||||
Dmitri7|<<Они оглядываются по сторонам, как будто за ними наблюдают.>>##...это всего лишь история, приятель.||||
DmitriP1|Что сделал Король?||||
DmitriP2|Боюсь, у меня нет времени на истории.||||
DmitriP3|И чем всё закончилось?||||
DmitriP4|Я достаточно наслушался, спасибо.||||
DmitriP5|Король действительно может это сделать?||||
DmitriP6|Спасибо за историю.||||
Skeptic1|Ты слышал историю Дмитрия? Он несёт чушь.##Если бы мой муж забыл, кто я такая, я бы ни за что на свете не стала ему напоминать.||||
Skeptic2|Ты уже слышал историю Дмитрия?||||
Xenia1|<<Эта крепкая женщина имеет материнский вид и голос, полный камешков. Изо рта свисает самокрутка.>>||||
Xenia2|Милость Короля, дорогой. Добро пожаловать в [[Чайхану "Скрипучее Колесо"]]. Что может старая [[Баба Ксения]] сделать для тебя?||||
Xenia2Rep|<<Ксения затягивается сигаретой.>> Что ещё я могу для тебя сделать, дорогой?||||
Xenia3|<<Ксения вынимает сигарету изо рта и сомнительно тебя осматривает.>>##Комнату? Боюсь, мне нужно увидеть твоё разрешение на проживание.||||
Xenia4|<<Она усмехается.>>##Просто шучу, дорогой.||||
Xenia5|Небесный номер твой за [[5 монет]], если ты не против там спать.||||
Xenia6|<<Ксения тушит сигарету и начинает крутить новую.>>##Вот и хорошо, дорогой. Комната наверху, в конце длинного металлического мостика. Та, что висит в воздухе, понимаешь?||||
Xenia7|Мы не зря называем её небесным номером, дорогой. Только благословенная магия [[Короля Механизмов]] удерживает её над землёй.##Некоторые приезжие не доверяют этому.||||
Xenia8|Хочешь? Учти, если тебе нужно спиртное, это будет немного дороже, чем ты привык.##Король не слишком любит его, так что большинство людей пьют чай или [[бутылочные видения]]. ((А если ты продаёшь, я могу предложить хорошую цену...))||||
Xenia9|Всё ещё хочешь выпить, дорогой?||||
Xenia10|Главный экспорт Королевства, как мне говорили. Настоящий сон или фантазия, запечатанные и закупоренные для удовольствия покупателя. Но если это твой напиток, тебе лучше найти лицензированного торговца видениями. <<Ты чувствуешь неодобрение в голосе Ксении.>>||||
Xenia11|Не то чтобы я осуждала, понимаешь. Это совершенно законно здесь, и я понимаю, почему это так популярно. Просто это не моя чашка чая. К тому же, мне лень возиться с дополнительными разрешениями.||||
Xenia12|<<Ксения выпускает клуб дыма.>> Ты не отсюда, да, дорогой? ##Не переживай. Почти все в Королевстве приехали сюда откуда-то ещё.||||
Xenia12Rep|<<Дым валит из носа Ксении.>> Ещё вопросы, дорогой?||||
Xenia13|Снег, в основном...##[[Король]] – благословенно его имя – контролирует наши сезоны, понимаешь? Раньше давал нам долгие весны и лета. Но этой зимой должно было закончиться несколько месяцев назад, и это настоящий хаос для наших фермеров.||||
Xenia13Alt|Кажется, эта зима наконец подходит к концу.##С опозданием на несколько месяцев по сравнению с графиком Короля, заметь. Фермерам потребуется много времени, чтобы восстановиться. Не то чтобы я жаловалась.||||
Xenia14|Я уверена, что Его Величество должно быть что-то задумало.||||
Xenia15|И не верь тому, что слышишь о том, что запасы на исходе! Гильдия говорит, что это просто слухи, распространяемые Саботажником, чтобы вызвать панику.||||
Xenia16|Некоторые думают, что мы должны снова открыть границу с Хэллоуширом, но я не знаю. У Союза Вероотступников свои планы на нас. Если спросишь меня, это не случайность, что они начали создавать проблемы сразу после нашего прибытия.||||
Xenia17|Да, у нас не так много приезжих в последнее время...##<<Ксения затягивается сигаретой.>>||||
Xenia18|О нет, дорогой. Мы приплыли сюда десять или пятнадцать лет назад, искали торговлю с Хэллоуширом. Это было здорово, пока Союз не начал перебрасывать больше войск в Хэллоушир.||||
Xenia19|<<Ксения проверяет, не подслушивает ли кто-нибудь, затем небрежно наклоняется ближе.>>##Когда я была девчонкой, мы называли этот остров [[Кардова]]. Грязное маленькое Викканское владение, связанное со старой богиней-матерью, чьё имя... <<(она оглядывается)>> не важно.||||
Xenia20|Не то чтобы всё было плохо, понимаешь. Я помню, как мама водила меня к Викканской мудрой женщине, когда я забеременела и не хотела этого.##Но эта капризная старая богиня заламывала высокую цену за то, чтобы провести нас через каждую зиму. Скатертью дорожка, говорю я.||||
Xenia21|О, они стекались со всех сторон, чтобы помочь нам построить Короля. Слев, Лундель, Бьонн, Венна – даже Пурия, или дальше. Многие из них сражались за Союз в Войне Богов, но им не понравилось, куда это всё катится.||||
Xenia22|Теперь старые кардовцы, вроде меня, почти в меньшинстве. Не то чтобы я жаловалась, понимаешь. У нас тут собираются самые светлые умы всех Небесных Земель.##Эта их расфуфыренная Академия Эрудитов и рядом не стояла со "Скрипучим Колесом"!||||
Xenia23|Этот город почти такой же высокий, как и широкий. Чем выше ты поднимаешься, тем богаче он становится, понимаешь? Некоторые говорят, что внизу, в Каналах, опасно, но это чушь. Там можно найти хорошие сделки, если знаешь, где искать.||||
Xenia24|Эти большие металлические киоски, за которыми вы увидите очередь, – это королевские [[станции призыва]].##Так мы, горожане, получаем наш ежедневный хлеб – прямо от Короля, да вращаются его шестерни вечно.||||
Xenia25|У Гильдии Машинистов есть поговорка: "скрипучее колесо получает смазку". Для меня это значит, что хорошие вещи достаются тем, кто громче просит, а не тем, кто больше всего нуждается.||||
Xenia26|Моя покойная жена видела это иначе. Она говорила, что это девиз: если хочешь хороших вещей, нужно шуметь. <<Ксения пожимает плечами.>> Мы так и не разрешили этот спор.||||
Xenia27|<<Выражение добродушного безразличия Ксении внезапно кажется застывшим. Она с напускной небрежностью принимается протирать стакан.>> ##Неужели? Не могу сказать, что заметила. Может, это моя память шалит, а?||||
Xenia28|%% <<Ксения моргает, затем проверяет, не подслушивает ли кто-нибудь, и наклоняется ближе.>> ...да, может быть. Может, люди ((действительно)) стали немного рассеянными в последнее время. Можешь их винить? Тяжёлые времена так действуют на разум.||||
Xenia29|Дело в том, что это становится хуже. Я пыталась вести дневник того, что забыла, но это только заставляло меня чувствовать себя сумасшедшей. Должно быть, это Искажение – вползает нам в головы и всё переворачивает.||||
Xenia30|Как вообще говорить о чём-то подобном? Как понять, что что-то не так, если ты не помнишь, как было раньше? Те, кто ((пытается)) обсуждать это, обычно становятся ((ещё более)) забывчивыми вскоре после этого.||||
Xenia31|<<Она вздыхает.>> Слушай, дорогой. Может, не оставайся в этой земле дольше, чем нужно, да? Уверена, тебя ждут люди дома.||||
Xenia32|&& <<Ксения перестаёт чистить. В чайной внезапно становится тихо. Она ставит стакан и вынимает сигарету изо рта.>> ##А теперь слушай сюда, ((приятель)).||||
Xenia33|Баба Ксения не потерпит, чтобы кто-то порочил имя чайной её покойной жены ерундой и сплетнями. Тем более какой-то ((приезжий)), который несёт чушь о том, в чём не разбирается.||||
Xenia34|Такой бред помогает только одному человеку: Саботажнику.##<<Ты слышишь одобрительный ропот вокруг комнаты.>> ||||
Xenia35|Думаю, теперь мы понимаем друг друга, да, дорогой?##<<Ксения снова улыбается.>>||||
Xenia36|<<Ксения кивает, стряхивая пепел с конца сигареты.>> Благословение Короля, дорогой.||||
Xenia37|О да, это было во всех Сообщениях. Эта безумная леди-капитан – Вельма, кажется? Виола? – доставляет Союзу всевозможные хлопоты. Молодец, скажу я.||||
Xenia38|Учти, если ты ищешь Темных Звёзд ((здесь)), мне придётся тебя разочаровать. Хотя был тот искатель приключений, который перешёл на их сторону, десять или пятнадцать лет назад...||||
Xenia39|[[Фрост]], вот кто. [[Какстон Фрост]].##Раньше был героем Королевства. В конце концов его же товарищи по команде зарезали его в какой-то заварухе. Попал на первую полосу Сообщения той недели. Многие думали, что он получил по заслугам.||||
Xenia40|<<Она затягивается сигаретой.>>##Думаю, это позор. Позор, что такой талантливый парень решил, что ему будет лучше с кучей небесных отщепенцев, чем здесь, в Королевстве. ||||
Xenia41|Всё же, играешь в глупые игры – получаешь глупые призы.||||
XeniaP1|У вас есть комнаты для аренды?||||
XeniaP2|Я возьму её.||||
XeniaP3|Почему бы мне не хотеть там спать?||||
XeniaP4|Я передумал, спасибо.||||
XeniaP5|Пока всё в порядке, спасибо.||||
XeniaP6|Что-нибудь выпить, пожалуйста.||||
XeniaP7|Расскажите о бутылочных видениях.||||
XeniaP8|Я бы хотел что-нибудь выпить.||||
XeniaP9|Давайте посмотрим, что у вас есть.||||
XeniaP10|На самом деле, неважно.||||
XeniaP11|Могу я задать вам несколько вопросов?||||
XeniaP12|Пока ничего, спасибо.||||
XeniaP13|Что нового в Королевстве Механизмов?||||
XeniaP14|Так этот остров не всегда был частью Островов Грёз?||||
XeniaP15|Вы сказали, что много людей приезжало сюда. Почему?||||
XeniaP16|Давайте обсудим что-то ещё.||||
XeniaP17|Что я могу делать в Феррополисе?||||
XeniaP18|Это только мне кажется, или у многих здесь проблемы с памятью?||||
XeniaP19|@@ Ксения, я уже знаю, что происходит что-то странное. Очевидно, ты тоже что-то знаешь.||||
XeniaP20|...Я всё прекрасно понимаю.||||
XeniaP21|Я просто уйду сейчас.||||
XeniaP22|Конечно, должно быть, это так.||||
XeniaP23|Давайте обсудим что-то ещё.||||
XeniaP24|Почему это место называется "Скрипучее Колесо"?||||
XeniaP25|Вы знаете что-нибудь о наёмнике Темной Звезды?||||
XeniaP26|А ВЫ думаете, он заслужил это?||||
XeniaP27|Ну, спасибо за рассказ.||||
Doyle1|<<Другие посетители держатся от этой женщины на расстоянии, как будто она заразна.>>##На что ты уставился? Ждёшь, чтобы у меня выросла вторая голова?||||
Doyle2|И это всё?##Без обид, но я, возможно, скоро умру, и не хочу проводить свои последние часы с тобой.||||
DoyleP1|Чай здесь действительно такой плохой?||||
Doyle3|<<Она смеётся, затем сгибается от сильного кашля.>>##Почти. Но этот напиток кажется райским после того, что я видела.||||
DoyleP2|Что ты видела?||||
DoyleP2B|Мне интересно. Расскажи о себе.||||
DoyleP3|Я оставлю тебя в покое.||||
DoyleP4|Я бы заплатил, чтобы увидеть это.||||
Doyle4|<<Она хмурится, затем сгибается и сильно кашляет.>>##Оставь свои деньги, щёголь. Королевство платит мне хорошо. Недостаточно хорошо за то, что я видела, правда.||||
DoyleP5|Извини, я оставлю тебя в покое.||||
Doyle5|<<Она снова кашляет и глубоко пьёт из кружки.>>##Меня зовут [[Дойл]]. Я королевский [[работник очистки]]. Знаешь, борюсь с [[Искажением]]? Герой Королевства, как они меня называют. Больше медалей, чем у тебя горячих обедов.||||
Doyle6|И какая моя награда? Дети прячутся или пялятся на меня, куда бы я ни пошла. Продавцы вытирают каждую поверхность, к которой я прикасаюсь. Когда я закончу здесь, хозяйка закопает мою кружку – чтобы я не ((заразила)) других посетителей.||||
Doyle7|<<Она смотрит на тебя с вызовом.>>##И что? Твои друзья посмели тебе поговорить со мной? Пришёл пробормотать какую-то чушь о том, как ты благодарен за мою службу? Или ты просто устал быть человеком?||||
DoyleP6|Честно говоря, я мало что знаю. Я здесь новенький.||||
DoyleP6B|Продолжай меня опекать, и я надеру тебе задницу.||||
Doyle8|<<Она снова смеётся через кашель.>>##Ну, вот мой совет: если тебя когда-нибудь призовут в команду очистки, спрыгни с моста, чтобы сломать обе ноги.||||
DoyleP7|Я не боюсь. Мне просто было интересно.||||
Doyle9|<<Она снова смеётся через кашель.>>##Не боишься Искажения, да? Ну, вот мой совет: тебе стоит бояться.||||
Doyle10|Ещё две недели отпуска, и я снова в Искажённых Землях. Чёрт побери Короля, но этого никогда не достаточно.||||
DoylePQ1|На самом деле, я бы хотел задать тебе несколько вопросов.||||
DoylePQ2|Расскажи ещё раз о себе.||||
Doyle11|<<Дойл фыркает.>> А я бы хотел уехать отсюда на волшебном ковре. И что?||||
Doyle11B|А теперь проваливай, ладно? Иначе я начну желать, чтобы я уже была в Искажённых Землях.||||
DoyleP8|Я действительно слышал, как ты проклинаешь Короля?||||
Doyle12|<<Она дарит тебе пустую улыбку.>> Пусть казнят. По мне, так это больше похоже на повышение. ##Ты удивишься, сколько мне сходит с рук, новичок. Не так много людей могут делать мою работу.||||
DoyleP9|Это угроза?||||
Doyle13|<<Она пожимает плечами, делая глоток чая.>> Просто наблюдение.||||
DoyleP10|Я учту это.||||
DoyleP11|Насколько я действительно должен беспокоиться, сидя с тобой?||||
Doyle14|<<Она оценивающе смотрит на тебя.>>##У нас есть процедуры. Неделя карантина перед возвращением в Феррополис. Три раунда очищающих ритуалов. Вся наша одежда сжигается каждый месяц. ||||
Doyle15|Но мы говорим об Искажении. Оно никогда не стоит на месте. Так что, думаю, всё зависит от того, насколько ты доверяешь мудрости Гильдии Машинистов.||||
DoyleP12|Как кто-то может попасть в Искажённые Земли?||||
Doyle16|<<Она ставит кружку с глухим стуком и смотрит на тебя.>>##Ты издеваешься? Для этого ты подошёл к моему столу? Думаешь, это всё ((приключение))?||||
DoyleP13|@@ Вовсе нет. Мне, возможно, нужно туда отправиться, и я очень серьёзно отношусь к твоему опыту||||
Doyle17|%% <<Она сужает глаза.>>##Да? Ну... чёрт возьми, правильно. ##Официально Искажённые Земли строго запрещены. Неофициально — нам начхать, удержим мы туристов-самоубийц или нет.||||
Doyle18|Большинство не добираются через пропасть к юго-востоку отсюда. Но я видела старый заброшенный [[копательный двигатель]], всё ещё лежащий там. Будь у тебя [[знак Машиниста]] или светлая голова к механике, ты бы, думаю, и сам навёл там мост.||||
Doyle19|Конечно, ты всегда можешь записаться на жизнь полную приключений с нами.##<<Она ухмыляется.>> ||||
Doyle20|&& <<Она сужает глаза.>>##Знаешь, в Искажённых Землях много сокровищ. Заброшенные города, пустые дома. Некоторые думают попытать удачу. Они понятия не имеют, с чем имеют дело.||||
DoyleP14|Забудь, что я сказал.||||
DoyleP15|Я оставлю тебя в покое.||||
MachStu1|Я Переводчик. Мы изучаем приказы и прокламации Короля, чтобы понять его истинные желания. ||||
MachStu1alt|Тебе нужно что-то ещё? У меня ((довольно)) много чтения.||||
MachStu2|Тебе что-то нужно? У меня ((довольно)) много чтения.||||
MachStu3|О, ты её знаешь?||||
MachStu4|Афра неплоха, как начальник. Очень увлечённая. Работает допоздна. Многие её задумки зарубает [[Сунил]], но она за нас горой, когда другие отделы пытаются нас прижать.||||
MachStu5|Подожди, это был ((ты?)) <<Они хватают пергамент, чтобы сделать заметки.>> ##Что сказало Его Величество? Не пропускай никаких деталей – то, что кажется тебе неважным, для нас золото!||||
MachStu6|Сакраментальный Долг...? Хм. Это что-то новое. Или, может быть, это устаревший компонент из одного из старых политических трактатов, к которым мы обращались, когда строили Короля. ##Больше никаких подробностей не было?||||
MachStu7|Ха, конечно. Тебе действительно нужен [[Черепной Модератор]], чтобы прочитать большую часть его выводов. Даже тогда Его Величество может быть немного – ну, загадочным.||||
MachStu8|Магическое механическое устройство, вживлённое в твой мозг. Видишь мой механический глаз? Он позволяет мне читать шестикратный шифр Короля так же легко, как дешёвую балладу. К сожалению, тайны Его Величества глубже, чем просто язык.||||
MachStu9|Ну... ты можешь сдать вступительные экзамены в Гильдию, попасть в верхнюю шестую часть, пройти политическую проверку, пройти три года обучения и принести магически связывающую клятву верности. Иначе, я не уверен.||||
MachStu10|Может, [[Главный Переводчик Афра]] могла бы помочь, но нам, Переводчикам, не положено разговаривать с посторонними.||||
MachStu11|<<Они выглядят встревоженно.>>##Сунил? Как в, Оратор Короля...? Конечно, конечно, я извиняюсь. Забудь, что я спросил.||||
MachStu12|Извини, гражданин, сейчас не лучшее время. Король только назначил нового Главного Переводчика, и мы все стараемся заслужить его расположение. Похоже, он убеждён, что весь наш отдел пронизан изменой...||||
MachStu13|Странно, правда. Никак не вспомню, кем ((был)) последний Главный Переводчик. Видимо, совсем незапоминающийся был человек.||||
MachStuDebug1|<<Этот Машинист выглядит совершенно напуганным.>> ##Подожди, ты говоришь, что ((у меня)) есть режим отладки? Наверняка это ошибка – я просто случайный NPC1||||
MachStuDebug2|Конечно! Я сделаю это сразу же! Высший приоритет! ##Э-э, есть что-то ещё?||||
MachStuDebug3|<<Они, кажется, расслабляются.>> О, слава Королю. Я не буду помнить ничего из этого, да?||||
MachStuP1|Так ты работаешь на Главного Переводчика Афру?||||
MachStuP2|Я на самом деле сам был на аудиенции у Короля.||||
MachStuP3|Он сказал мне выполнить "Сакраментальный Долг", что бы это ни было.||||
MachStuP4|Только куча странных символов.||||
MachStuP5|Думаю, да, но я не смог это прочитать.||||
MachStuP6|Что такое Черепной Модератор?||||
MachStuP7|Где я могу его получить?||||
MachStuP8|Спасибо, пожалуй.||||
MachStuP9|Не думаю, что Сунил хотел бы, чтобы я это обсуждал.||||
MachHau1|Я Комитолог. Мы составляем петиции, которые Гильдия отправляет Королю, и следим, чтобы они были на правильном шифрованном языке.||||
MachHau2|Теперь, могу я вернуться к работе?||||
MachHau3|Запросы на действия. Знаешь – заказы на производство, изменения правил, запросы на изменения. Мы не можем сказать Его Величеству, что делать, но можем попросить. Иногда оно слушает.||||
MachHau4|О, что угодно. Неправильный глагол здесь, и вместо фермы мы получаем каток. Неправильная запятая там, и не тот дом исчезает.||||
MachHau5|Что более важно, я могу потерять рекомендации Гильдии за этот год.||||
MachHau6|<<Они смотрят на тебя странно.>>##Я не очень хорош в разговорах с простыми людьми. Кроме того, индивидуальные свидетельства неизбежно затуманены пристрастием или предвзятостью. Большинство людей не могут видеть общую картину, как мы.||||
MachHau7|Спасибо.##<<Они не выглядят восторженными.>>||||
MachHauP1|Что такое "петиция"?||||
MachHauP2|Что происходит, если язык неправильный?||||
MachHauP3|Вы когда-нибудь консультируетесь с людьми, на которых влияют ваши петиции?||||
MachHauP4|Какая трагедия это была бы.||||
MachHauP5|Звучит важно. Удачи.||||
MachBru1|Ты не видишь, что я занят? Сунил хочет, чтобы следующая петиция была готова к следующему звёздному свету, чтобы он мог её проверить.||||
MachBru2|О, ((я)) совершенно в графике. Но мы всё ещё ждём этих чёртовых Призывателей. Меньше дня до финального коммита, а ((они)) даже не в руническом замке. Любители.||||
MachBruP1|Как дела?||||
MachBruP2|Я оставлю тебя в покое.||||
MachAnx1|<<Этот Машинист вздрагивает, когда ты его беспокоишь.>>##О! Это снова ты. Этот ублюдок Комитолог всё ещё охотится за мной...||||
MachAnx2|<<Этот Машинист вздрагивает, когда ты его беспокоишь.>>##Аааа!||||
MachAnx3|ЯАААААааа!!||||
MachAnx4|<<Они вздрагивают, но сдерживаются.>>##Ладно! Когти Короля, хватит, хватит! Давай оба... глубоко вдохнём... и успокоимся.||||
MachAnx5|<<Они глубоко вдыхают.>> Пожалуйста. Когти Короля, я сегодня нервничаю...||||
MachAnx6|Когти Короля, я ((говорил)) тебе не подкрадываться ко мне так... ##<<Они осматривают тебя.>> Подожди, ты не Машинист.||||
MachAnx7|Я думал, ты один из Комитологов. Этот ублюдок весь день преследует меня, пытаясь ускорить мою работу. Я работаю так быстро, как могу!||||
MachAnx8|Я Призыватель. Мы поддерживаем шифрованные заклинания, которые транспортируют товары по всему Королевству – с фермы на склад, на станцию призыва, или обратно.||||
MachAnx9|Ещё вопросы?||||
MachAnx10|Это довольно просто. Просто подойди к машине, представь, что ты хочешь, и нажми "использовать". Если ты не получишь то, что нужно, вероятно, ты неправильно это представил.||||
MachAnx11|Эти заклинания вызываются тысячи раз в день. Одна маленькая ошибка в этой комнате будет иметь последствия по всему Королевству. Теперь ты понимаешь, почему это нельзя торопить?||||
MachAnx12|<<Они пожимают плечами.>>##Я оставляю это философам. Мы заняты изменением мира.||||
MachAnx13|Если кто-то спросит обо мне, скажи, что я с Оратором Короля. На ((частной)) встрече.||||
MachAnxP1|Можешь снова рассказать о своей работе?||||
MachAnxP2|Я больше не буду тебя беспокоить.||||
MachAnxP3|Аааааа!||||
MachAnxP4|ААААААА!!!||||
MachAnxP5|Извини. Давай начнём сначала.||||
MachAnxP6|Бу.||||
MachAnxP7|Извини, что напугал. Всё в порядке?||||
MachAnxP8|В чём задержка?||||
MachAnxP9|Как использовать станцию призыва?||||
MachAnxP10|Это звучит очень сложно.||||
MachAnxP11|Может, вам не стоит иметь такую силу.||||
MachAnxP12|Я понимаю, что ты имеешь в виду.||||
MachHell1|Не разговаривай со мной. Я в аду. Без сомнения, это ад.||||
MachHell2|Да, это ад.||||
MachHell3|<<Они смотрят на тебя уничтожающим взглядом.>>##Я в ((шифрованном)) аду, ты свинья. Ад чар, ад вызовов, ад заражения, ад транспозиции. Назови любой ад, я в нём.||||
MachHell4|<<Они вздыхают.>>##Моя единственная догадка – последний Машинист, работавший над этим заклинанием, заключил ужасную сделку с какой-то мерзкой силой: моя душа за их свободу.||||
MachHell5|Теперь я застрял с тем бардаком, который они оставили, и ничего из этого не имеет смысла. Это как пытаться распутать клубок ниток, когда твой единственный инструмент – ещё один кусок нитки. Или варёная макаронина.||||
