NPC Name:|Endless||||
p23|Wait, did you say flesh-farm?||||
chi26|That's right, breather. Us Endless need to feast on living flesh, else we go all foggy. Years back we led the Cadaver Crusades, takin' the living by force - but Penitent Thaw came up with a much better idea.||||
chi27|The flesh-farm is a bunch of huge vats, growing mindless meat. Much more humane than eating raw human. Gets a bit tiring when your lunch is always screaming at you for mercy.||||
bar0|<<The endless stands askew, slowly cleaning a mug with a rotten rag. He spits on the rag - apparently in an attempt at cleanliness - but a piece of his lip comes off in the attempt.>>||||
bar1|Hmph, as I live n' rot - an honest to gods breather. We don't get many of you passing through Sepulchre, these days. ||||
bar2|Welcome to the Rotten Coffin. We've got a bed to rent - the only genuine mattress in all the tombs o' the Endless. We also got ghost booze.||||
bar3|Hey look, the breather's back. How's that air taste? ||||
p24|I'll rent a bed.||||
bar4|Great! I've been told it's real comfy. But, seeing as you're the first to sleep in it for a good few years, the mattress might be a bit rotten. Just sweep off the maggots and you're good to go. ##Anyways, that'll be two coins.||||
p25|Uh, here you are.||||
bar5|Thanks breather. Just follow the stairs; it's up the top there.||||
bar6|Sorry breather, looks like you don't have enough.||||
bar6b|Ah, you've already paid for it, breather.||||
p26|Uh, I changed my mind.||||
bar7|Pfft. You breathers are always so squeamish.||||
p27|Can I ask you some questions?||||
bar8|I reckon I've got the time. We've not been busy for a good century or so.||||
p29|Do you know of any work going?||||
bar9|Not much work going outside the mausoleums, breather. Still, you could try visiting the Queen's Senechal in the Castle of Ribs. Maybe she'd have use for someone with a working nervous system?||||
bar10|Otherwise, there's the flesh farm, on the ridge north of here. As far as I know, it's just Penitent Thaw and that underling of hers, so perhaps they could use a hand.||||
p30|What was that about ghost booze?||||
bar11|Well, we endless have different... constitutions from you breathers. Takes a different sorta beverage to really give us any kick.||||
bar12|Ghost wine can be brewed like a potion, but the best vintages are ectoplasmic. When a ghost is created through trauma, sometimes nearby objects - or even ((drinks)) - pass over to the spirit realm too. That's the good stuff.||||
bar13|Or, for an Endless who's short of coin, there's always good ol' arsenic. I wouldn't recommend that for folk like you, though...||||
p31|What's the story with this town?||||
bar14|Well, this here town's called Sepulcher. <<He cocks his head.>> You want the long version, or the short?||||
p32|The long.||||
bar15|Years back - and I mean ((centuries)) ago, in the age of kings and castles - this used to be a peaceful kingdom called Verdant. Most folk still lived down on the world's surface,  before it got blown up - so we were pioneers of sorts.||||
bar16|Our great wooden buildings rose above the pines an' our monarchs were just an' the air was sweet. ##Then, our Hooded King brought the curse upon Verdant. The living fought the dead; the bodies piled up, and the air weren't so sweet any more.||||
bar17|Wracked with pain an' eternally cold, us Endless have no use for comfortable things... so those beautiful wooden buildings rotted away, replaced with hard stone. This town was Verdant no more, so we started calling it Sepulcher. The name stuck.||||
p33|The short.||||
bar18|These days Sepulcher is little more than an outpost, for trading an' the like. Most of us Endless live in those great mausoleums over yonder. And that big tower that looms over us? That's the Castle of Ribs, where the Queen lives - but she's not left in years.||||
p34|Uh, exactly how ((long)) is long?||||
bar19|<<He lets out a raspy chuckle, which unleashes a fleck of flesh.>> ##Don't worry, breather. I know us Endless can ((theoretically)) talk forever, but I won't kill you with boredom.||||
bar20|So, what'll it be? ||||
p34b|You know what, never mind.||||
bar22|No problem breather. So, you wanna know anything else?||||
bar23|Anythin' else you wanna know? ||||
p35|That's all I wanted to ask.||||
bar24|Alright. You want anythin' else?||||
p35a|How's life in Sepulchre?||||
bar25|Hmph. How's ((death)) you mean?||||
bar26|Well, the Queen's castle blew up. That's a pretty big thing||||
bar27|Folk are saying the Entombed One has awakened. Others are saying the Ferryman is bringing the true death. All I know is, the island is crumbling, an' I sure as hell don't like it.||||
bar28|Well, those awful tremors have stopped. Folk are saying the Entombed One was struck down in mortal combat, saving the kingdom - or somesuch nonsense.||||
p35b|What've you got to drink?||||
bar29|Should be no surprise we've got plenty o' [[Ghost Wine]]. ##Recently my punters 'ave been hankering for some good ol' fashioned mortal booze, though. If you come across any Riovan [[Fine Wine]] I'll give you a good price for it. ||||
p36|I'll be going.||||
p39|I'm looking for The Duchess, do you know her?||||
bar30|The Duchess? She's hard to pin down, that one. Few folk 'ave even ((seen)) her since she came back from galavantin' around with pirates and mercenaries a few years back. ||||
bar31|Rumour has it, she's holed up in her ol' family [[manor]] that sits on the [[southern edge]] of the Endless Realm... ||||
bar32|But good luck arranging a visit. She's a powerful cipher wizard an' has a whole host of magical countermeasures to stop common plebs like us from wanderin' round her grounds.||||
p40|I'm looking for The Duchess.||||
shop21|Ah, yes - everyone's heard of the Duchess! Only, I don't think anyone's seen her in years. Last I heard, she was flyin' around with that crazy bunch o' breathers - what were they called? The Dull Stars? The ((Dim Lights))...?||||
shop22|Anyway, her family [[manor]] is to the [[south]]. If y'er looking for her, I'd head there - but I hear the place is crawlin' with [[magical skeletons]], so be careful. ||||
regret1|I never entered a mausoleum. Back when I was breathing, so long ago, I knew I could never leave these trees. The air smelled so... so... ##Well, I can't recall how the air smelled anymore, but it must have been good. ||||
regret2|So I dawdled, and the mausoleums filled up. And the thing about being Endless, see, is that the pain dulls everything. Anhedonia sets in, pleasure seeps away... and these old trees only mock me, now.||||
play1|Hmm, what's this? A breather? Oh, marvellous! Please, stay there a second. Let me jot down some notes. Is your skin always that damp? Do you ever forget to breathe? What does it feel like, when your hair grows?||||
play2|Ah, apologies, this must be quite overwhelming. I'm a playwright down in a mausoleum, you see - but the scene has become so... stagnant!||||
play3|The past century or so, pre-Endless historical dramas have been in vogue. Except, us writers never leave our tombs, and I'm ((convinced)) our work is full of inaccuracies. ##It's funny, the things you forget. The history books never mention the little things... ||||
shop1|Ah, a breather! Welcome to the [[Mouldy Cauldron]]. ##You're my first living customer in months. Or has it been years? Time flies, when you're my age...||||
shop2|Ah, my favourite customer! ##Well, you're also my ((only)) customer, but deaders can't be choosers, eh? ##Welcome back to the [[Mouldy Cauldron]].||||
p37|Let me see what you have for sale.||||
p38|How's business?||||
shop3|Ha! Business? I mostly just sit here and watch the rodents chew on my feet.||||
shop4|A while back, things used to be a bit more exciting. Every now and again, some folk from Hallowshire would come to trade. They'd always look petrified and would never tarry long, but breather goods fetch a good price down in the mausoleums.||||
shop5|But recently, breather business has dried up. I've been told it's because of something called an Aposhtatty Yoonun, but I have no idea what that is.||||
shop6|You mean since the castle blew up and the island started falling apart?||||
shop7|...much the same really. I mostly just sit here and watch the rodents chew on my feet.||||
pHouse1|Is there a house for sale in Sepulchre?||||
shop8|Lookin' to invest in a property market full o' undyin' old timers, eh breather? <<The shopkeep chuckles to herself.>> ##...Oh wait, y'er ((serious?))||||
shop9|Ah, well, I think I had an old [[Sepulchre House Deed]] knockin' about in the ol' [[Shop Inventory]]. It's fer that ol' shack down by the [[western entry bridge]].||||
shop10|Just next to me is the only [[Property Station]] in Sepulchre; you'd need to use that if you wanted to [[upgrade]], [[furnish]] or [[decorate]] the house.||||
pHouse2|How do I maintain the house?||||
shop11|Just next to me is the only [[Property Station]] in Sepulchre; you'd need to use that if you wanted to [[upgrade]], [[furnish]] or [[decorate]] the house.||||
shop12|...'an judgin' by the state of that ol' shack, I'm sure you'd be wantin' to.||||
pHouse3|How do I upgrade a property?||||
shop13|Use that [[Property Station]] right next to me. Upgrades cost both [[coin]] and [[resources]], but it's worth it if you don't wanna live in a mouldy ol' wreck.||||
shop14|First off, you wanna [[build]] an upgrade, like a Garden or an Annex or summin'. Might take a little time to construct, so you could get some shuteye while you wait. ||||
shop15|But a newly built upgrade won't have any furniture. So the next step is to [[furnish]] it for an additional cost. Then you'll 'ave fancy stuff to show yer friends. If ((yours)) are still alive, that is. ||||
pHouse4|How do I decorate a property?||||
shop16|You can [[decorate]] a house in any [[style]] you've unlocked. ##But, you gotta buy a style first. Right here we 'ave [[Endless Furnishings]] for sale, for instance. ||||
shop17|Only one [[decorative style]] can be applied to your house, and it will only take effect on parts that have been [[furnished]].||||
pHouse5|How do I display trophies and artwork?||||
shop18|Once you've [[furnished]] a part of your house, a bunch o' [[trophy mounts]] will appear. Use 'em to toggle the trophies you want to show off.||||
shop19|Trophies 'ave to be [[unlocked]] before you can show 'em off, though. No idea how you do that, breather; you're on your own.||||
pHouse6|Thanks for your help. ||||
shop20|Sure thing breather. Anythin' else?||||
sen1a|Hail and well met, my mortal friend! How may I be of assistance today?||||
sen1b|Greetings once again, mortal. How may I help?||||
sen1|Aha, a mortal traveler! Unusual, to see one of your kind within the realm of the Endless! It is my pleasure to welcome you to the Castle of Ribs. Pray tell, my friend, what brings you to our kingdom?||||
p50|I'm hunting a former member of the Dark Star company.||||
senDS1|How exciting, aha! [I MAY KNOW SOMETHING]||||
senDS2|No, but [I MAY KNOW SOMETHING]||||
senDS3|[DARK STAR DIALOGUE 1]||||
senDS4|[DARK STAR DIALOGUE 2]||||
sen2|How exciting, aha! I can provide some assistance, if you like? I will send word to my retinue and have them scour the land for your quarry.||||
p51|Just seeing the sights.||||
sen3|Aha! I am familiar with that drive to discover, that raw, unbidden ((need)) to know what lies beyond the horizon! I travelled a little in my own youth, you know. Some many hundreds of years ago, when I had a beating heart. The skyrealms were very different then, let me tell you!||||
p52|Insatiable curiosity.||||
p53|I want to learn how to cheat death.||||
sen4|Oh dear. Not another one. How many mortals must we turn away before you learn your lesson? The Endless are not recruiting. And please don't burden me with another sob-story.||||
p54|I am here to visit the Queen of Silver.||||
sen5|Alas, the Queen isn't accepting visitors at this time. Or at any time, really. She is... Withdrawn. Most days she will speak to me, and me alone.||||
sen6|I'll answer your questions to the best of my ability.||||
sen7|Greetings once again, mortal. How may I help?||||
p55|Perhaps I can put her in a better mood.||||
sen8|I doubt it. But I suppose I have nothing to lose by letting you try. Go ahead. If you can raise her out of her depression, I will be - without exaggeration - eternally grateful.||||
p56|Doesn't she have responsibilities, as a monarch?||||
sen9|In theory, yes. But if a monarch neglects her responsibilities for many hundreds of years, the state tends to adapt.||||
p57|I don't see any guards. How are you going to stop me?||||
sen10|...I suppose that is true. But don't expect a kind reception from the Queen.||||
p58|It's a shame. I travelled a long way see her.||||
sen11|...Very well, go ahead. I'll pretend I didn't see you.||||
sen12|<<The Seneschal stands aside, allowing you passage deeper into the Castle of Ribs.>>||||
sen12a|I have already granted you access to the Queen.||||
p61|I have other questions for you.||||
sen15|I'll answer to the best of my ability.||||
p62|Have you ever been outside the kingdom of the Endless?||||
sen16|I travelled a little in my youth. Many hundreds of years ago. The skyrealms were very different then, let me tell you!||||
p63|How were they different?||||
sen17|Well, this was only a century after the World Rend. Everything was in a state of flux - every day, new kingdoms were blossoming and dying like winter roses.||||
sen18|There was no Union, of course, and you needed to have the protection of a god, or at least a powerful Wikkan, to survive a journey across the sky. I saw some wonderful things. And some horrors, too.||||
p64|Tell me about the wonders.||||
sen19|Why, of course! Have you ever seen a god? I saw one once, drifting through the fog. As vast as a mountain. Dozens of eyes, each as bright and round as the moon.||||
sen20|When I saw it, I opened my mouth, and the most beautiful hymn spilled out. I can't sing under normal circumstances, but my voice was like honey and thunder, that day...||||
p65|Tell me about the horrors.||||
sen21|I would rather not recall such things, but... I saw an entire town consumed in silver flames, while laughing priests circled above like vultures. ##I saw a conscriptor-harvester pulling screaming men into its maw and turning them into mindless engines of war.||||
sen22|I saw a library whale pulled slowly apart by iron hooks, and butcher-archivists scrabbling through its guts for forgotten tomes...||||
p66|Fascinating, but I wanted to ask something else...||||
sen23|Of course.||||
p67|Can you remember what caused the World Rend?||||
sen24|I never knew what caused it. But I remember the searing flash that stained the sky. I remember the impact, which shook our tombs and scattered the islands.||||
sen25|Back then, the Endless were one of the few peoples in the skyrealms. It got a lot more crowded after that, with all the refugees.||||
p68|Your youth? Was this before you became Endless?||||
sen26|Yes, indeed. I couldn't have travelled after. The mortals had good reason to fear the Endless, in those days... I would have been killed on sight, and I would have deserved it.||||
sen27|A relative term; for the rot hadn't fully set in. ##Even so, it was difficult at times. The mortals had good reason to fear the Endless, in those days... I could have been killed on sight, and I would have deserved it.||||
p69|I have other questions for you.||||
p70|I have some questions.||||
sen28|Very well.||||
p71|Can I ask about yourself?||||
sen29|By all means, go ahead.||||
p72|Who are you, exactly?||||
sen30|I am the Seneschal. I administer the Queen of Silver's affairs, attend to her needs, and run the day-to-day business of the kingdom. Although the kingdom tends to run itself, these days, more or less.||||
p73|Are you a follower of the Ferryman?||||
sen31|I would say I'm agnostic. I've read the literature, and sometimes I lock my office and lie in the dark with coins over my eyes, just to see if I have any great revelation. Nothing so far.||||
p74|Lord Rhydder claims you were the reason the Hooded King's ritual backfired.||||
sen32|Why is Lord Rhydder speaking to you in the first place? I thought he hated your kind.||||
p75|Don't change the topic.||||
p76|He does. But he seems to hate you more.||||
p77|You were the one who doomed this kingdom, Seneschal.||||
sen33|What was I supposed to do? The princess was so young, barely a woman, and they were drowning her. Or rather... She was drowning herself.||||
sen34|She walked into the mercury willingly, it seemed, and ducked her head under its silver surface. She didn't even struggle. The mercury swallowed her, and then it was so still... Like a mirror...||||
p78|It looked like she sacrificed herself willingly?||||
sen35|Yes. It must have been some dark magic, twisting her mind, moving her muscles against her will. Right?||||
p79|So you saved her? ||||
sen36|I did. I ran in and pulled her to safety, and I got a sword through my chest for the trouble. But I did a good thing, didn't I? If not for me, the Queen would be dead!||||
p80|How did you survive being stabbed?||||
sen37|I lay dying on the marble floor of the throne room for a long time. Until I realised that I was no longer dying at all. I had become Endless... And a mere stab-wound was not enough to kill me. Not any more.I||||
p81|Can you remember anything else about the ritual? ||||
sen38|No. Just pain and darkness.||||
sen39|<<He sighs deeply, rubbing his temples.>>##Please, can you leave me in peace for a moment?||||
p82a|Can I ask about the Endless?||||
sen40a|Our kind must seem strange to you; I'm happy to indulge your curiosity.||||
p82|How were the Endless created?||||
sen40|...It was the work of the Hooded King. My former liege.||||
p83|Why didn't you talk him out of it?||||
sen41|What was I supposed to do? He was my King, and he had the backing of all the Great Lords. I was just the Seneschal, and he laughed at my warnings!||||
p84|What happened?||||
sen42|The Hooded King summoned Wikkans and theurges from across the skyrealms. They tried a hundred different potions and ceremonies and spells to make him immortal, but none worked...||||
sen43|Until eventually they hit upon some kind of ritual. Dark, strange magic, like nothing I've ever witnessed. It involved striking a bargain... And a sacrifice.||||
p85|A bargain?||||
sen44|They made a contract with a god from some forgotten corner of the world. I only saw it once, as I pressed my eye to the keyhole of the throne room... It was a twisted thing of hunger and darkness, hunched upon the marble floor like a creature from nightmares.||||
p86|A sacrifice?||||
sen45|His only daughter. The princess. As the ritual reached its apex, she was to be drowned in a pool of mercury.||||
p87|But if the ritual worked, where is the Hooded King?||||
sen46|Enough of this chatter. I am a very busy man, you know! I can't just stand around talking all day!||||
p88|Goodbye, Seneschal.||||
sen47|Go in peace, mortal.||||
p89|Have you ever fed on a living person?||||
sen48|I am ashamed to say that yes, I have. But do not fear - the last mortal I ate was over two centuries ago. We have the flesh-farms now, which sustain us without the need for bloodshed.||||
p90|Why are there so many ghosts in the kingdom of the Endless?||||
sen49|Ghosts are manifestatons of trauma. Long ago, when the Endless were first created, there were still many living souls in the kingdom. The Endless, consumed by hunger, hunted them down in a mad frenzy...||||
sen50|Over the next few years, the Great Devouring, our kingdom ate itself alive. Many ghosts were born from that bloodshed, both from the victims, and from those sated Endless who realised what they had done.||||
sen51|I am ashamed to say that some were also... created, on purpose. The abhorrent suits of armour that roam these lands were footsoldiers, once - remnants from the Cadaver Crusades.||||
p91|Did you take part in the Great Devouring?||||
sen52|...Yes. None of my family survived my hunger.||||
p92|So ghosts were left by both the devourers and the devoured?||||
sen53|Yes. I have never met my own ghost, but I am certain he is out there, still wracked by hunger and guilt.||||
p93|I am so sorry that happened to you.||||
sen54|It is not a time in my life I like to reflect upon. I'm sorry... Please leave me be for a moment.||||
p94|You're nothing more than a vile killer.||||
sen55|I... I know. ##<<The Seneschal seems lost in misery, and no longer responds to your questions.>>||||
sen56|I... know.||||
p95|How can you talk about this so calmly?||||
sen57|It... It was a long time ago.||||
p96|Are you technically alive? Or dead?||||
sen58|Oh, Endless scholars have been debating that one for centuries. We don't breathe, our hearts are still, and we rot instead of ageing. But we never actually ((died.)) And we still hunger, though not for food.||||
p97|I seek an audience with the Queen of Silver.||||
sen59|Alas, the Queen isn't accepting visitors at this time. Or at any time, really. She is... Withdrawn. Most days she will speak to me, and me alone.||||
p98|Can you teach me how to cheat death?||||
sen60|Oh dear. Not another one. How many mortals must we turn away before you learn your lesson? The Endless are not recruiting. And please don't burden me with another sob-story.||||
p59|Why can't you make an exception for me?||||
sen13|You don't want to be like us, mortal. As time passes, your flesh will rot. Your eyes will drool from their sockets like last week's milk. You will feel hunger, ((true)) hunger, for the first time in your existence, and it will never. Go. Away.||||
p60|Didn't you make Penitent Thaw into an Endless?||||
sen14|Hmph. That wasn't my decision. And when we did that, we all vowed never to make another Endless again.||||
p99|Has any member of the Dark Star company visited the Castle of Ribs recently?||||
sen61|No, but I can help you find them if you like? I can just send word to my retinue and have them scour the land.||||
p100|That would be helpful.||||
sen62|It shall be done! Can I assist you with anything else?||||
p101|Don't your soldiers have something better to do?||||
sen63a|No, the Queen relieved them of their duties long ago. Most of them have gone about their own business, or thrown their lot in with Thaw, but a few remain loyal to me.||||
p102|No thanks. I work alone.||||
sen63|Aha, we have a lone wolf, do we? A loose cannon, perhaps? Fear not! I won't cramp your style||||
sen64|No luck yet in finding your Dark Star fellows. My guards have been going over the island with a fine-toothed comb. Perhaps you are better served looking elsewhere?||||
p103|Do you know what's causing these earthquakes?||||
sen65|Hmm. It is a common belief that the Entombed One is causing the recent disturbances. ||||
p104|Do you have any theories about the Entombed One?||||
sen66|Ah, yes. Have you experienced one of the recent earthquakes? A terrible business.||||
sen67|I have reason to believe that the Entombed One is the lingering spectre of the Hooded King, getting his revenge on the kingdom that left him for dead. Someone needs to find him and persuade him to abandon his vendetta... By force, if necessary.||||
p105|I can try.||||
sen68|You would do that? I would be in your debt. Here, take this - it's a key to the crypt beneath the Castle. The Entombed One is somewhere down there.||||
p106|Good luck with that.||||
sen69|Thank you, mortal. For your sake, I hope the situation doesn't get worse while you're here.||||
p107|There's a fanged door in the crypts that won't let me past.||||
sen70|Oh, dear. That sounds like one of the Hooded King's little tests. I thought we'd found and dispelled them all...||||
p108|What should I do? ||||
sen71|You'll need to find someone who's still loyal to the old King, and convince them to give you their blood. Not an easy task, I appreciate.||||
p109|Could I use your blood?||||
sen77|No, I'm afraid I would definitely be considered a traitor by the spell. You're better off looking elsewhere.||||
p109b|Thanks for the help.||||
p110|I have spoken to the Entombed One.||||
sen78|Oh, you did? Was I right? Is it the Hooded King?||||
p111|No. It's a ghost of the Queen's sacrifice.||||
sen79|Really? I had no idea a ghost could be so powerful... Perhaps you should talk to Penitent Thaw about that. She'd know more.||||
sen80|Did you at least persuade the Queen's ghost to stop causing earthquakes?||||
p112|Yes, you were right.||||
p113|No. Not yet.||||
p114|I tried, but the ghost is beyond reason.||||
sen81|Then you should speak to the Queen. She has more insight into her father's nature than I do.||||
p115|I tried, but she is too far gone.||||
sen82|Then you should speak to the Queen. This is her ghost, after all. Perhaps she can offer insight.||||
p116|Absolutely.||||
sen82b|Marvellous news! Well, in that case, we can consider this matter laid to rest, can't we?||||
p117|There's an Endless named Myghar in a crypt who won't let me in.||||
sen83|Oh, goodness, I completely forgot he was down there. Yes, that's Myghar alright. He paid a formidable sum of money to be allowed exclusive use of the castle's crypt as his 'final resting place.'||||
p118|How long has he been down there?||||
sen84|Oh, not long. Only about twenty years.||||
p119|Twenty years? How has he survived that long without life-essence?||||
sen85|As I recall, he had his own small flesh-farm installed. In theory, he can survive down there indefinitely.||||
p120|Why does he want to stay in the castle crypts?||||
sen86|The prestige, I suppose. Myghar was one of the wealthiest citizens in the kingdom, and always wanted to be seen to outdo his peers. They retreated into the Mausoleums, but he wanted nothing less than the royal crypt.||||
p121|How can I get him to open the door?||||
sen87|It'll be difficult. He always was a stubborn fool. But I imagine he's been pretty bored, cooped up in that crypt - perhaps if you offered him some new reading material?||||
p122|Do you know where I can find a woman named Wren?||||
sen88|Wren... Wren... Ah, yes. Terribly sad. She was eaten by a Catacomb Wyrm about ten years ago. Did you know her?||||
p123|No, but a friend of mine did.||||
sen89|Ah. Well, I am sorry to be the bearer of bad news.||||
p124|I dug her husband up recently.||||
sen90|Oh, you found Mermero? How marvellous! I had thought he was lost for good.||||
p125|Yes, she and I were very close. ||||
sen91|Oh dear. I am so sorry. Let me know if there's anything I can do.||||
p126|Any idea why a talking crow has been asking me to put its feathers in braziers around the kingdom?||||
sen92|...I couldn't speculate. But don't touch those braziers. The Hooded King placed those all around the Kingdom as part of the ritual to turn himself immortal. Dark magic was woven into the iron. Promise me that you won't mess around with them.||||
p127| I promise.||||
sen93|Thank you.||||
p128|I will do as I please.||||
sen94|Just be careful, I implore you.||||
sen95|Was there anything else?||||
thaw1|<<The rotted woman advances toward you, her robes trailing along the ground. Nearby is a floating cage, inhabited by a twitching, gibbering corpse. The cage drifts closer to you, gaining momentum.>>||||
thaw0|You again, mortal. I presume you have... <<She sighs.>> ##...questions.||||
thaw2|Hang on. Stand right there. Don't move a muscle.||||
p200|What?||||
p201|One step closer and I'll cut your head off.||||
thaw3|<<The caged corpse opens its mouth and begins to sing a giddy melody. Your shadow lifts from the ground and wraps itself around your knees, bearing you down to the floor.>>||||
thaw4|Why have you come here? Are you an assassin? A thief? A rival mage, seeking to steal my secrets?||||
p202|What did you do to me? ||||
thaw5|My familiar has cast a spell to keep you from doing anything that you might regret. Now answer my questions.||||
p203|Who are you?||||
thaw6|My name is Penitent Thaw. Some call me the greatest living mage in the skyrealms. Personally, I'm not sure I'm truly alive, but the rest of it is right.||||
thaw7|So you better answer my questions carefully.##Are you an assassin? A thief? A rival mage?||||
p204|None of those. Just a mortal, passing through.||||
thaw8|And what is a mortal doing in the kingdom of the Endless? Didn't you listen to all the scary stories about this place?||||
p205|Yes. I wanted to see if they were true.||||
thaw9|Aha. Someone after my own heart, I see.||||
p206|What stories?||||
thaw10|Oh, you know. Stories about the kingdom that ate itself. The land of ghosts and corpses. Ancient, rotted armies crusading across the skies to slaughter all mortals. That sort of thing.||||
p207|Wouldn't be here if I did.||||
thaw11|Well, perhaps you should have.||||
p208|I'm chasing someone from the Dark Star company.||||
thaw12|Dark Star, eh? I take it you're after Vela Callose.||||
p209|You know her? ||||
thaw13|Only by reputation. Unlike the rest of the Endless, I actually make an effort to keep up with affairs in the outside world. So why are you chasing the most dangerous mercenary in all the skyrealms, exactly?||||
p210|No comment.||||
thaw14|Ha. A wise answer. But I can hear your heartbeat quicken at her name, I can see your eyes dilate a fraction. You're after her. Why?||||
p211|I've been forced into it by the Inquisition.||||
thaw15|Interesting. They must be desperate indeed, to be trying to get a pawn like you to the end of the board.||||
p212|Seemed like a good idea at the time.||||
thaw16|Hmm. You intrigue me, mortal.||||
p213|All of the above, and more! ||||
thaw17|I ((like)) you. Very well, I'll let you hang around here. But one wrong move and I'll turn you into a blind, formless blob of open nerve endings.||||
thaw18|<<She makes a dismissive motion with her hand. As suddenly as they came, the shadows recede, leaving you free to stand up.>>||||
p214|I have questions. About you.||||
thaw19|Well keep it brief, mortal. I'm a busy woman.||||
p215|What kind of name is 'Penitent?'||||
thaw20|My parents were religious to the point of madness. My full name is 'Approach-Thy-Death-With-A-Penitent-Heart.' Believe me, if you had a name like that, you'd shorten it too.||||
p216|What is this place?||||
thaw21|This is my sanctum. Here, I peel back the layers of reality and glimpse the terrifying truths beyond. I teach myself languages that were exiled from history. I push alchemy and necrotheurgy to its limits. I am more than just a mage, mortal - I am a pioneer.||||
p217|What's that thing in the cage?||||
thaw22|This is my familiar. My ex-husband's soul. I turned him into an embodiment of, and amplifier for, all my spells and wards. If he ever escapes the cage, you better start running and not look back.||||
p218|@@Why did you turn your ex-husband into a familiar?||||
thaw23|%%I was married to my husband to secure an alliance for my family, and I never much liked him. A man whose brains were in his fists. ||||
thaw24|Once upon a time I promised him that one day, when I was a powerful mage, I'd come back to our pathetic village and make a Hell of my own devising, just for him.||||
thaw25|I made good on my promise.||||
thaw26|&&My husband and I disliked each other. Let's leave it at that.||||
p219|I have questions about the Endless. ||||
thaw27|Ask away. Far be it from me to stand in the way of an inquiring mind.||||
p220|What is your opinion of the Queen of Silver?||||
