|||||
ID|English|French|German|Spanish|Italian
mentor40|<<He grins.>> An occultist, under Inquisition employ? Now I really ((have)) heard it all. I'm surprised they didn't gouge out your eyes for exchanging niceties with a garden spirit. ||||
p32|I was a socialite.||||
mentor41|Ah, a hard day's work was ((beneath)) you, was it? Well, looks like the tables have certainly turned. Bet that silver tongue didn't serve much good in that damp cell now, did it?||||
mentor42|Anyway, it doesn't matter now, eh? You've lost it all. Hit rock bottom. ((That's)) something I can respect. <<He smirks, and raises his drink to you.>>||||
p33|I'd rather not say.||||
mentor43|Like to keep your cards close to your chest, eh? I can respect that. Shows you've got some wits, at least.||||
mentor44|As for myself, my name is Jack Basalt. I suppose you've heard of me. <<He takes a sip from his tankard.>>||||
p34|I've not heard of you, no.||||
mentor45|<<He chokes on his drink, sputtering.>>##Well, I... I guess not ((everyone)) has heard the stories, eh?||||
p35|Captain Basalt? The shame of the Union Navy...||||
mentor46|Aye, the one and same. ||||
p36|Does it matter? ||||
mentor47|The name? I suppose not. ##But if we're going to tracking down Vela, you should know a thing or two. ||||
mentor48|For a time, I was the most respected captain in the Union Navy. I took orders directly from [[Admiral Calose]] - ((Vela's father.)) ##And for five years, I trained Vela aboard my ship.||||
mentor49|When Vela defied her father and fled to become a mercenary - I followed. I gave up my rank, my station, my ((ship)), to spend my years cavorting with Wikkans and pirates. ((Shame)) of the Union Navy, they branded me... ||||
mentor50|<<He stares down, into his drink.>>##But I kept her ((safe)). Was that not ((also)) my duty?||||
p37|So you ((trained)) Vela? ||||
mentor51|Aye, Vela and...the Emberian. Though they'd been schooled at the Academy, their father wanted 'em to sling their hammocks and tie their knots like regular sea dogs.||||
mentor52|And so they did; through blizzards, cipher storms and cannon volleys. Those sisters thrived, until... ##until the ((Dyshaan massacre.))||||
mentor53|<<He thumbs the rim of his drink.>> I won't speak of that here. Not here. But that was the day Vela decided to leave the navy, an' her father. That was the day we became mercenaries. ||||
p38|So why are you hunting her? ||||
mentor54|You have to understand, I love that girl like she's my own. I've seen her grow from a headstrong child into a fierce captain, and there was a time - when we were sailing together as Dark Stars - when I thought she might be the ((greatest)) of 'em all.||||
mentor55|So, to see her fall into barbarism and villainy... has been ((hard)). I can't abide by what she's done, or by what she ((will do)). She seeks to save us, but she'll likely ((doom)) us.||||
mentor56|So I have to stop her, you see? For her ((own)) sake. ||||
p39|Right, so how will we find Vela?||||
mentor57|Hah, you're asking ((me))? As I said to your masters, I can provide naught but shreds of information. You'll have to do the rest. ||||
mentor58|What I have for you are [[three names]]. Names of former Dark Star mercenaries, who left Vela's crew after [[the mutiny]]. Together, maybe the lot of us can track her down.||||
p40|What's this about a mutiny?||||
mentor59|Few years back, Vela found a map. A map that pointed to something... ((impossible)).||||
mentor60|She'd use it to make a ((heaven)) of the skyrealms, she said. Change the fabric of reality, so folk don't know poverty, or injustice - or even ((death.))||||
mentor61|I'm sure she believed it. Believes it ((still)). But for a lot of us Dark Stars, it scared us witless. You just don't go ((meddling)) with things like that - 'less you wanna die screaming.||||
mentor62|We tried to convince her - to make her see reason. But she took us down into the underlands anyway, on that mad pursuit... ##So we mutinied, and the Dark Stars spilled their own blood on those skyships. ||||
mentor63|In the end, Vela escaped with those loyal to her; and the rest of us scattered to lick our wounds. A wicked time, that was. ||||
p41|Okay, tell me about these mercenaries.||||
mentor64|First, there's the [[Emberian]]. Called that, 'cos folk say she's the ((last)) of their kind. Of course, that's pure squidshit - if she was Emberian she'd be four hundred years old. I've heard talk she's somewhere in [[Hallowshire.]]||||
mentor65|Next there's the [[Endless Duchess]], a powerful cipher wizard. She went back to her ancestral home in the [[Endless Realm]] - and like all those you'll find there, she's cursed to never truly die. ##<<He smirks.>> Which means ((she)) really ((is)) hundreds of years old.||||
mentor66|Finally, there's [[Caxton Frost]]. A genius of the [[Clockwork Kingdom]]; that man could engineer a skyship from a sack of junk. Last I heard, he'd returned to his homeland. ||||
p42|And you're sure they'll help us?||||
mentor67|Am I ((sure)) they'll follow you to their certain deaths? Of course not, you fool! They'll probably try and cut your head off.||||
mentor68|But if you want to find Vela, you're just going to have to ((ask nicely.))||||
p43|And if they ((do)) agree?||||
p44|Got it.||||
mentor69|You lot must have captured Vela's Fortress, the [[Blinding Light]] - correct? I heard the cannon fire from here. ##Tell you what, I'll head there myself, after this little chat. And if you find any of those Dark Stars? Send 'em there and all.||||
mentor70|<<He affixes you with a grim stare.>> And that ((thing)) Vela's looking for? ||||
mentor71|She mustn't use it. Nobody must ((ever)) use it. You hear me? If you've any sense, you'll make sure it stays ((buried)) down there.||||
mentor72|<<He shifts, suddenly nervous.>> Right. Well I think we're done here.||||
p45|Can I ask you about something?||||
mentor73|And what might that be? ||||
p46|About the Dark Stars I'm looking for...||||
mentor74|Right. You want to hear some more info?||||
p47|Tell me more about the Emberian.||||
mentor75|The Emberian - that's what people call her, but I knew her as [[Orlaith]]. She's been close to Vela for years, and is one of the few who can match her with a blade.||||
mentor76|She was one of the first of the Dark Stars. Time was, it was just me, Vela and Orlaith, setting out on a wobbly sloop. By the end, Orlaith was captain of the [[SHIP]], and second only to Vela.||||
mentor77|She wears an ancient suit o' Emberian armour, and on account of that, folk like to say ((she's)) four hundred years old, too. Of course, that's a load of nonsense...||||
mentor78|After the mutiny, she set out on her own. I heard whispers she set up camp somewhere in [[Hallowshire]], but I can't tell you any more than that. ||||
p48|Tell me more about the Endless Duchess.||||
mentor79|The [[Endless Duchess]] - she's a powerful cipher wizard. She went back to her ancestral home in the [[Endless Realm]] - and like all those you'll find there, she's cursed to never truly die. ||||
p49|Tell me more about Caxton Frost.||||
mentor80|Frost called himself a 'techno-archaeologist' - and if you laughed at that, he'd teach you a brutal lesson. That's why we dubbed him the Professor.||||
mentor80b|The man always was an odd fish. Distant, melancholy. You never could quite tell what he was thinking. But no one knew more than him about ancient Emberian machines - or modern ones, for that matter.||||
mentor80c|As for how to find him... well, he talks like a posh prat, but swears like a sailor. Doesn't suffer fools gladly, or at all. Has [[trouble walking]].##Oh, and he has a [[moth tattoo]] on his left arse cheek.||||
mentor80d|Now, word on the Dark Star grapevine is that Frost is dead. Two crewmates saw him jump overboard one night, in open sky. Afterward they found a note. He sided with Vela in the mutiny, see, and couldn't get over what he'd done.||||
mentor80e|But me? Nah. I won't believe it until I've stubbed out my own cigar in his cold dead eye. ##Frost always was a patriot at heart. If he's alive, odds are he's back in the [[Clockwork Kingdom]].||||
p49b|How do you know about his tattoo?||||
mentor80f|<<Basalt smirks.>> I'll leave that to your imagination, Confessor.||||
p49c|Thanks for the intelligence.||||
p50|That's all.||||
mentor81|Alright, then.||||
p51|About your past...||||
mentor82|Hmph, dredging that up, are we?||||
p52|Tell me of your time as a Captain.||||
p53|Tell me of the Dark Star mutiny.    ||||
p54|About Vela Calose...||||
mentor83|What about her?||||
p55|So you ((trained)) Vela? ||||
p56|Why are you hunting her? ||||
p57|What's she looking for, in the underlands?||||
p58|About something else...||||
mentor84|And what's that, now?||||
p59|Okay, that's all. I'll get going.||||
mentor85|Right. I'll be at the [[Blinding Light]].||||
mentor86|Only... something tells me you won't be able to find them just yet. Call it a hunch.||||
mentor87|Ah, the [[Blinding Light.]] I remember when we captured this place from its Union ((caretakers.)) ##<<He smirks.>> Back when we thought we could get away with ((anything.))||||
mentor88|Alright. I'll be 'ere if you need me.||||
mentor89|Right y'are. Anythin' else?||||
mentor90|<<He nods.>> Confessor.  ##What can I do for you?||||
p101|What do you know of Vela Calose? ||||
innkeep0|Oh. An' who might that be?||||
innkeep1|<<He chuckles.>> What kind o' innkeep do you take me for? I've heard more stories 'bout Vela than I can recount...||||
innkeep2|Her Dark Star mercenaries fought in the Slevian Mutiny, the Battle of Weeping Wizards, an' on ((both sides)) of the Wikkan uprising of Hawkney. They've taken coin from Riovan councillors and occultist villages alike..||||
innkeep3|<<He leans on the bar.>>##And when folk ain't been spilling each other's blood, they've gone a' plundering; Emberian ruins, Wikkan shrines... An' you know the tomb of the Deathless Dynast King? That was ((them)) that stole his face. ||||
innkeep4|<<He leans in so close, you can smell his breath.>>##Some folk say she's a saint, who's gonna right the wrongs of the Union. Others say she's a ((devil)), who leaves a path of chaos in her wake. But you know what?||||
innkeep5|<<He jabs the table, eyes wide.>>##She were 'ere, once. Two years ago, her and a load of her crew. They kicked everyone else out; must'a been ((fifty)) of the sods, getting pissed as skyfish. ||||
innkeep6|An' I saw that she weren't no saint. She weren't no devil. She were...||||
innkeep7|((Completely shitfaced.))||||
innkeep8|<<He guffaws, wiping a tear from his face.>> I ((did)) warn her about that typhos rum. We made more coin that night than most weeks, I reckon. ||||
p102|Thanks for your help. ||||
innkeep9|Don't be mentionin' it. ||||
p103|I'm looking for someone. Goes by the ((Emberian))...||||
innkeep10|<<He furrows his brow.>> Oh, aye? And who's askin'?||||
p104|I'm with the Inquisition. ||||
innkeep11|<<His frown contorts further.>> Listen, stranger. Folk round 'ere don't take too ((kindly)) to the mention of... ((those)) lot. ||||
innkeep12|Usually, when the Union's lapdogs come a'callin', it happens quick and it happens brutal. Spilled drinks, broken noses - and someone gets dragged out screaming. ||||
innkeep13|And you sure don't ((look)) like one o' their agents. So I'll say again - ((who's asking?))||||
p105|I'm serious. I'm with the inquisition.||||
innkeep14|<<He stares at you for a good few moments.>> Well. I'm not saying I believe you. But...||||
p106|I'm just curious whether the stories are true.||||
innkeep15|Humph. Folk sure do like to wag their chins around here...||||
innkeep16|Every now an' then, for the past year or so, we've had a lass in huge rusty armour stop by. ||||
innkeep17|Soon as she slams open that door, folk go quiet. Perhaps it's her moody stare, or perhaps it's that greatsword that's bigger than ((her))...||||
innkeep18|Or perhaps it's the stories. Y'see, people say that she used to run with Vela's crew - the ((Dark Stars)). ##They say she was a captain of one 'o their ships, and wore a full suit of ancient Emberian armour...||||
innkeep19|But folk say it's not just the ((armour)) that's Emberian. They say that ((she's)) been walking the skyrealms ever since the World Rend, wandering for ((hundreds of years...))||||
innkeep20|<<He chuckles.>> But, folk say a lot of things, don't they?||||
p107|Do you know where to find her?||||
innkeep21|Some say she lives in a castle. Others, a dank cave. But I don't think anyone's ever actually gone an' ((asked)) her...||||
innkeep22|But y'know what? She often comes in all muddy an' smelling of thornweed. So, I'd wager it'd be somewhere in the [[forest to the west...]]||||
p108|Thanks for the info.||||
innkeep23|Well, just keep it between us, y'hear? Don't want that lass on my bad side...||||
innkeep24|O' course. What ye be wantin'?||||
innkeep25|Now, will there be anythin' else?||||
p121|I'm looking for someone.||||
odd1|Oh? Well I can certainly try and be of assistance. ||||
p122|Have you heard of the Emberian?||||
odd2|Ah, why yes, I have. She's quite the talk of the town; many people have seen her striding around in that antique armour. ||||
odd3|In fact, she came by this shop, not too long ago. I tried to determine where she obtained that Emberian equipment of hers, but she was very tight-lipped about it. ||||
p123|Do you know where I can find her?||||
odd4|Well, I ((did)) ask her where she was staying - I must admit, I'm just quite nosy like that - and she confessed that the luxuries of the town were not to her liking, though she wouldn't say more on the matter. ||||
odd5|But after she left, I could see her out of my window, making her way back. She strode into the [[forest]], to the [[west]] of Hallowshire. ||||
odd6|Of course, with her interest in all things Emberian, I'd wager she'd have taken an interest in that small ruin in the forest. The one with the [[old rusty turbine]], that you can see rising from the trees...||||
odd7|Oh, but I really shouldn't be telling you all this, should I? Customer confidentiality, and all that. Maybe keep it between us, hmm?||||
p124|Thanks for the information.||||
odd8|That's quite alright. Now, was there anything else? ||||
p125|I'm looking for an Emberian key.||||
odd9|Looking for Emberian antiques, are we? Well, you've certainly come to the right place.##I have a small collection of bits and pieces, from the relatively modest... <<he holds up a rusty piece of junk,>> to the downright ((exquisite.)) <<He holds up another piece of junk.>>||||
p126|What's with all the rusty junk?||||
odd10|<<He stammers, affronted.>> Why... I'll have you know that these are ((priceless artefacts)), created by legendary Emberian blacksmith-factories before the World Rend. We will never see the likes of such craftsmanship again!||||
p127|Yes, but what actually ((are they?)) ||||
odd11|Well, this one is... some type of... component? And this here, well this was clearly an elaborate type of metal... rod! As I said - ((priceless!))||||
p128|Oh, I see now. Yes, exquisite indeed. ||||
odd12|I'm glad you recognize quality when you see it!||||
p129|I need a key, to open a nearby ruin. ||||
odd13|Ah, yes - I often get requests for keys.##There are plenty of old Emberian ruins that - despite being hundreds of years old - have proved impervious to spelunkers and scavengers. So, would-be treasure seekers pin their hopes on a key...||||
odd14|...but there are innumerable old keys, and innumerable old doors. As I tell most budding tomb raiders, actually opening one would be a matter of astounding luck! ##Although...||||
odd15|There was a woman that came by, not long ago, who seemed to know ((exactly)) what she was looking for. ||||
p130|This woman - who was she?||||
odd16|About town, she seems to be known as the [[Emberian]]. People seem to think that she's a relic of that time ((herself)) - which, of course, is pure tattle. ||||
odd17|She does seem to be an avid collector, though.##The suit of armour she wears? I've never seen such a well-preserved relic. It outshines anything in my humble collection, that's for certain.||||
p131|What did she buy?||||
odd18|She bought a key. She described its kind in very specific detail.||||
p132|Do you know what that key unlocks? ||||
odd19|Hah! If I did, I would have closed shop and gone off to use it, long ago!||||
odd20|Though, in all honesty, I have often wished to test my collection of keys on that [[Emberian structure]] to the [[east]] of Hallowshire; if only the surrounding [[town]] wasn't teeming with bandits.||||
p133|Can you tell me about this Emberian ruin?||||
odd21|Well, it's been sitting there since before the World Rend, of course. As far as I'm aware, the town of [[Rustburg]] grew up around it, as people tried to prise it open and plunder its treasures...||||
odd22|...but they never succeeded. Emberian metal is inscribed with cipher, after all - to make it nearly impenetrable.||||
odd23|Eventually the town was destroyed in the God War, for harbouring Wikkans. It's been home to all sorts of scoundrels and ruffians ever since, but I sincerely doubt they've had better luck with the Emberian ruins. ||||
p134|Do you have another key? I want to buy one. ||||
odd24|<<He rummages around in a box of assorted metal parts.>> Ah-ha! You are in luck, my friend. This [[Emberian Key]] seems remarkably similar to the one I sold not long ago. ||||
p135|About that Emberian key...||||
odd25|Ah, yes - this [[Emberian Key]] seems remarkably similar to the one I sold not long ago, to that woman in Emberian armour.||||
odd26|Of course, what with this one being so ((high in demand)), I couldn't let it go for less than [[twenty coins.]]||||
p136|Okay, here's the coin.||||
odd27|Splendid, splendid! Here you are; in remarkable condition, I'm sure you'll agree.||||
odd28|Personally, I always wanted to test it in those [[Emberian ruins]] in [[Rustburg,]] to the east.##I have a hunch my ((previous)) customer had the same idea... ||||
p137|@@ Twenty? You said yourself, it probably won't work...||||
odd29|%% Hmph, I suppose you're right. Tell you what; just this once, you can have it free of charge. ##But if, by some ((miracle)) you do find some treasure with it, let me take it off your hands... for a ((fair price)), of course.||||
odd30|Personally, I always wanted to test it in those [[Emberian ruins]] up past [[Rustburg.]] I have a hunch my ((previous)) customer had the same idea... ||||
odd31|&& Nonetheless, though possibly useless, these keys are irreplaceable relics. Twenty coins, it is.||||
p138|I'll think about it. ||||
odd32|By all means. Now, was there anything else? ||||
p139|Thanks for the information.||||
odd33|That's quite alright. ||||
odd34|Ah... terribly sorry, but it seems you don't have enough, there.||||
odd35|Now, was there anything else? ||||
p151|Have you heard of the Emberian?||||
alch1|Oh, I saw her once, striding through town like she owned the place. Now, I'm not saying all the stories are true, but there's certainly summin' ((strange)) about that woman...||||
alch2|She's never come in here, but I've heard she bought summin' from the [[Emporium of Oddities]], up by the end of the street. The one with the crystal spire.||||
tailor1|Ah, that Dark Star mercenary? I've not spoken with her myself, but I saw her stride past the shopfront, once. ||||
tailor2|I swear, everyone in the street froze in their place - even the guards. Something about her ((stride)), and that ((armour.)) I'd not like to bump into her after dark, let me tell you!||||
poly1|<<She releases an exaggerated sigh.>> Unfortunately, I ((have)) heard of this nonsense. Some four-hundred-year-old warrior, yes? Who survived the World Rend and has been wandering about ever since, hitting things with her sword? ||||
poly2|Please don't bother me with such idle chatter; I really don't have the time. ||||
wpn1|((Heard)) of her? She's come into this 'ere shop, more than once!||||
wpn2|Scared me witless, I'll say. That stare - and that ((armour)). There's something about it. I've been servicing equipment since I was a tyke, but I've never seen ((anything)) of that craftsmanship. ||||
wpn3|She asked to use the workbench, last time. I saw her take off one of those pauldrons and tinker with it. It was full of the most intricate machinery - and she knew ((exactly)) what she was doing.||||
wpn4|If you ask me, the stories are true, and she really ((is)) four hundred years old. After all, those Endless live forever, right? Who's to say the Emberians didn't figure it out, too?||||
rustburg1|Now look 'ere. This is ((my)) tree, and that's ((my)) loot. So get lost, y'hear?||||
rustburg0|You again?||||
p201|Uh, do you live here?||||
rustburg2|Aye, I've been 'ere for ((sixty years,)) since before the damned ((apostates)) blasted the place to smithereens. ||||
p202|What is this town?||||
rustburg3|Time was, this town was called [[Rustburg]], on account of all the merchants selling Emberian junk.||||
rustburg4|Y'see, there's an old [[Emberian ruin]] up there; an' plenty of detritus. Though, in all the time the town's been 'ere, they never ((did)) crack open the big ol' doors. Some o' that magic metal still holds tight, no matter how many cannons you blast at it. ||||
p203|Why is this place such a wreck?||||
rustburg5|Well, 'bout forty years ago was the God War. The apostates - ((I guess we call 'em the)) Union ((now)) - they caught wind of some Wikkan holdouts, an' blasted the whole town with a fortress ship. ||||
rustburg6|Hallow Town was fine, so most folk just moved there. Nobody ever rebuilt Rustburg. ||||
p204|Thanks for the story.||||
rustburg7|S'alright.||||
p205|Do you know a way into the town?||||
rustburg8|Y'need to get into that big stone tower, there. But there's two ways round, see. You can go the long way - with all the goblins an' moths, or you can go the ((special)) way. ||||
p206|@@Can you tell me the ((special)) way in?||||
rustburg9|%%Well, I guess you seem like an alright sort.||||
rustburg10|When there were Wikkans living 'ere, they hid the nearby [[bridge]] with magic. It's right there, but you can use a [[Truth Potion]] to see it. Lets you sneak past all those gobbos real good. ||||
rustburg11|&&Well, if I went telling every damn fool about it, it wouldn't be ((special)) no more, would it? So you can sod off. ||||
p207|Okay, thanks. ||||
rustburg12|<<He grunts.>>||||
p208|I'll leave you be. ||||
EmbCamp0|I thought I told you to get lost?||||
EmbCamp1|<<The woman stands in full armour as she tinkers with an assortment of junk. Her head snaps around as you approach.>>||||
EmbCamp2|Looks like you're ((lost)), wanderer. If you value your neck, I'd be lost someplace ((else.))||||
p251|Wait - you're the Emberian, right? ||||
p252|I'm looking for a Dark Star mercenary.||||
p253|I'll make myself scarce, then. ||||
EmbCamp3|<<She turns to you, grimacing, and shoulders her greatsword with a clang.>> ##Hmph. Another bounty hunter? ||||
EmbCamp4|As I told the last of you sods, I don't sail with the Dark Stars no more - but I can cleave you in two all the same.||||
p254|Basalt sent me. We're on the same side. ||||
EmbCamp5|Basalt? So that old bastard put you on my trail, eh? The old sod never ((could)) keep his mouth shut. ||||
p255|Woah - I want your help, not your head. ||||
p256|It's Vela I'm after.||||
EmbCamp6|<<You feel her gaze as she grips her sword.>>||||
EmbCamp7|Oh yeah? And why, exactly, would you need little ol' ((me?))||||
p257|I'm looking for Vela. We've got to stop her.||||
EmbCamp8|<<Hearing Vela's name, she flinches.>> ##((Vela?)) I'm ((done)) with that devil, you hear? ||||
EmbCamp9|If you want to stop her, be my guest. Cut her to pieces - sail a skyship into her corpse! Do it with my blessing, but I'll have no part in it. ||||
p258|I'm looking for Vela. I want to help her. ||||
EmbCamp10|And if you want to assist with her madcap plan, you're worse than the wretched bounty hunters - but following her into oblivion will kill you surer than I ever could. ||||
p259|If I don't find Vela, I'm dead. ||||
EmbCamp11|And if you think I'll track her down just to save your sorry neck, you're ((dead)) wrong. ||||
p260|But I thought you and Vela were comrades?||||
EmbCamp12|((Comrades?)) Hah! Vela was more than a comrade. ##<<She slams her blade upright.>> She was a ((sister)) to me. I owe my ((life)) to that girl.||||
p261|Seems to me like you're ((scared)) of her.||||
EmbCamp13|Pah! ((Scared!?)) ##<<She leans towards you, sword scraping against armour.>>||||
EmbCamp14|Damn right I'm scared. And you should be too.||||
EmbCamp15|Do you think she got her reputation with ((stern words))? I've seen her best a tavernful of ruffians with her good arm behind her back. I've seen her slice off the head of a voidbeast without breaking a sweat. I've seen her square up to a ((god)).||||
EmbCamp16|But... she was also ((more)) than all that. She was a sister to me. I owe my ((life)) to that girl.||||
p262|If she's such a devil, why did you idolise her?||||
EmbCamp17|<<She shifts, and looks away.>> ##Time was, I thought she really could make the world better. Little by little, with blood and sweat and grit, I thought we were ((doing)) it...||||
EmbCamp18|<<She inhales. >> ##But then she found it. ||||
p263|What happened between you?||||
EmbCamp19|<<She sighs.>> She found something. Before then, I thought... maybe we really ((could)) make the world a better place. But then... we found it, untouched for hundreds of years...||||
EmbCamp20|A map. Buried in some Emberian tomb, that pointed to something impossible. I told her to ((leave)) it. To not put her faith in ancient, cursed things. ##She ((promised me)).||||
EmbCamp21|But she led us to our doom, anyway. Vela plunged the Dark Stars beneath the clouds with our best ships - our flagship and galleon both - In pursuit of an Emberian artefact that was more likely to ((end)) the world than save it. ||||
EmbCamp22|On that day she was not my sister. ||||
EmbCamp23|As captain of the ((Black Goblin)), I told my crew to fire upon their comrades. We splintered the hull of Vela's ship with our cannons, before we boarded and clashed swords.##It was mutiny. ((Fratricide))...||||
EmbCamp24|<<Her fists are clenched tight, trembling.>> But while I stalled her plans that day, I couldn't stop her. ##<<She twists her mouth into a grim smile.>> I never could. ||||
p264|What is Vela trying to find? ||||
EmbCamp25|Something called the [[Cradle]], buried deep in the underlands. What it actually ((is)), we don't know - but If Vela's right, it could be used to alter the very ((language)) of the cosmos. That means she could end poverty, suffering, even ((death)) itself...||||
EmbCamp26|...but she's more likely to end the ((world.)) The Emberians were known to meddle with forces they couldn't control. She is a damn fool for chasing their accursed dreams. ||||
p265|You have to finish what you started. ||||
